site_code,quadrat_num,species_code,PFT_fine,PFT_coarse,height
EXCELSIOR,20m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4
EXCELSIOR,20m,VACVIT,EVERGREEN SHRUBS,SHRUBS,1.666666667
EXCELSIOR,20m,HIEALP,GRASSES,GRAMINOIDS,18
EXCELSIOR,20m,ALECT,LICHENS,LICHENS,1.333333333
EXCELSIOR,20m,CETCUC,LICHENS,LICHENS,1.666666667
EXCELSIOR,20m,CETISL,LICHENS,LICHENS,3
EXCELSIOR,20m,CETNIV,LICHENS,LICHENS,1
EXCELSIOR,20m,CLAARB,LICHENS,LICHENS,1
EXCELSIOR,20m,CLADO,LICHENS,LICHENS,2.333333333
EXCELSIOR,20m,CLASTY,LICHENS,LICHENS,1.666666667
EXCELSIOR,20m,MASRIC,LICHENS,LICHENS,1.666666667
EXCELSIOR,20m,PELTI,LICHENS,LICHENS,1
EXCELSIOR,20m,STEREO,LICHENS,LICHENS,1
EXCELSIOR,20m,THAMN,LICHENS,LICHENS,1.333333333
EXCELSIOR,30m,ARCTO,DECIDUOUS SHRUBS,SHRUBS,2.333333333
EXCELSIOR,30m,DRYAS,EVERGREEN SHRUBS,SHRUBS,3.333333333
EXCELSIOR,30m,CAMLAS,FORBS,FORBS,1
EXCELSIOR,30m,SAXTRI,FORBS,FORBS,1.333333333
EXCELSIOR,30m,HIEALP,GRASSES,GRAMINOIDS,8
EXCELSIOR,30m,ALECT,LICHENS,LICHENS,4
EXCELSIOR,30m,CETCUC,LICHENS,LICHENS,1.333333333
EXCELSIOR,30m,CETISL,LICHENS,LICHENS,2
EXCELSIOR,30m,CETNIV,LICHENS,LICHENS,2.333333333
EXCELSIOR,30m,CLAARB,LICHENS,LICHENS,1
EXCELSIOR,30m,CLASTY,LICHENS,LICHENS,1
EXCELSIOR,30m,MASRIC,LICHENS,LICHENS,4
EXCELSIOR,30m,THAMN,LICHENS,LICHENS,1
EXCELSIOR,30m,CRUSTOSE,LITTER,LITTER,1
EXCELSIOR,30m,LUZUL,RUSHES,GRAMINOIDS,7.666666667
EXCELSIOR,30m,CAREX,SEDGES,GRAMINOIDS,9.666666667
EXCELSIOR,40m,DRYAS,EVERGREEN SHRUBS,SHRUBS,3.333333333
EXCELSIOR,40m,CAMLAS,FORBS,FORBS,1
EXCELSIOR,40m,STELL,FORBS,FORBS,2.333333333
EXCELSIOR,40m,HIEALP,GRASSES,GRAMINOIDS,13
EXCELSIOR,40m,ALECT,LICHENS,LICHENS,3.333333333
EXCELSIOR,40m,CETNIV,LICHENS,LICHENS,1
EXCELSIOR,40m,CLAARB,LICHENS,LICHENS,1
EXCELSIOR,40m,THAMN,LICHENS,LICHENS,1
EXCELSIOR,40m,CRUSTOSE,LITTER,LITTER,1
EXCELSIOR,50m,HIEALP,GRASSES,GRAMINOIDS,5
EXCELSIOR,50m,BRYOR,LICHENS,LICHENS,1
EXCELSIOR,50m,CETCUC,LICHENS,LICHENS,1.333333333
EXCELSIOR,50m,CETISL,LICHENS,LICHENS,2
EXCELSIOR,50m,CETNIV,LICHENS,LICHENS,1.333333333
EXCELSIOR,50m,CLAARB,LICHENS,LICHENS,1
EXCELSIOR,50m,CLADO,LICHENS,LICHENS,1
EXCELSIOR,50m,CLASTY,LICHENS,LICHENS,1
EXCELSIOR,50m,MASRIC,LICHENS,LICHENS,1
EXCELSIOR,50m,THAMN,LICHENS,LICHENS,1
EXCELSIOR,50m,CRUSTOSE,LITTER,LITTER,1
EXCELSIOR,60m,ARCTO,DECIDUOUS SHRUBS,SHRUBS,2.666666667
EXCELSIOR,60m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2
EXCELSIOR,60m,HIEALP,GRASSES,GRAMINOIDS,11.33333333
EXCELSIOR,60m,ALECT,LICHENS,LICHENS,2
EXCELSIOR,60m,CETCUC,LICHENS,LICHENS,1.666666667
EXCELSIOR,60m,CETISL,LICHENS,LICHENS,2.333333333
EXCELSIOR,60m,CETNIV,LICHENS,LICHENS,2
EXCELSIOR,60m,CLAARB,LICHENS,LICHENS,1
EXCELSIOR,60m,CLASTY,LICHENS,LICHENS,1.666666667
EXCELSIOR,60m,THAMN,LICHENS,LICHENS,1
EXCELSIOR,60m,CRUSTOSE,LITTER,LITTER,1
EXCELSIOR,70m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,24.66666667
EXCELSIOR,70m,VACVIT,EVERGREEN SHRUBS,SHRUBS,4.666666667
EXCELSIOR,70m,CETCUC,LICHENS,LICHENS,2.666666667
EXCELSIOR,70m,CETISL,LICHENS,LICHENS,2.333333333
EXCELSIOR,70m,CLASTE,LICHENS,LICHENS,2.666666667
EXCELSIOR,70m,CLASTY,LICHENS,LICHENS,2
EXCELSIOR,70m,MASRIC,LICHENS,LICHENS,2.333333333
EXCELSIOR,70m,PELTI,LICHENS,LICHENS,1.333333333
EXCELSIOR,70m,THAMN,LICHENS,LICHENS,1.333333333
EXCELSIOR,70m,CAREX,SEDGES,GRAMINOIDS,8.333333333
EXCELSIOR,80m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,21.33333333
EXCELSIOR,80m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,5
EXCELSIOR,80m,VACVIT,EVERGREEN SHRUBS,SHRUBS,4
EXCELSIOR,80m,HIEALP,GRASSES,GRAMINOIDS,8.5
EXCELSIOR,80m,CETCUC,LICHENS,LICHENS,2
EXCELSIOR,80m,CLASTY,LICHENS,LICHENS,1
EXCELSIOR,80m,MASRIC,LICHENS,LICHENS,1.666666667
EXCELSIOR,90m,ARCTO,DECIDUOUS SHRUBS,SHRUBS,3
EXCELSIOR,90m,DRYAS,EVERGREEN SHRUBS,SHRUBS,5
EXCELSIOR,90m,VACVIT,EVERGREEN SHRUBS,SHRUBS,4.666666667
EXCELSIOR,90m,HIEALP,GRASSES,GRAMINOIDS,16
EXCELSIOR,90m,ALECT,LICHENS,LICHENS,4
EXCELSIOR,90m,CETCUC,LICHENS,LICHENS,3
EXCELSIOR,90m,CETISL,LICHENS,LICHENS,2.333333333
EXCELSIOR,90m,CETNIV,LICHENS,LICHENS,1.333333333
EXCELSIOR,90m,CLADO,LICHENS,LICHENS,2
EXCELSIOR,90m,CLASTE,LICHENS,LICHENS,1
EXCELSIOR,90m,CLASTY,LICHENS,LICHENS,1.333333333
EXCELSIOR,90m,PELTI,LICHENS,LICHENS,1
EXCELSIOR,90m,THAMN,LICHENS,LICHENS,2
FIRTH,0m,SALALA,DECIDUOUS SHRUBS,SHRUBS,26.5
FIRTH,0m,SALIX,DECIDUOUS SHRUBS,SHRUBS,6
FIRTH,0m,SALRET,DECIDUOUS SHRUBS,SHRUBS,2.666666667
FIRTH,0m,DRYINT,EVERGREEN SHRUBS,SHRUBS,3.333333333
FIRTH,0m,RHOLAP,EVERGREEN SHRUBS,SHRUBS,3
FIRTH,0m,POLVIV,FORBS,FORBS,5
FIRTH,0m,EQUIS,HORSETAILS,FORBS,7.333333333
FIRTH,0m,CETCUC,LICHENS,LICHENS,3
FIRTH,0m,CAREX,SEDGES,GRAMINOIDS,17.33333333
FIRTH,10m,ARCRUB,DECIDUOUS SHRUBS,SHRUBS,2.333333333
FIRTH,10m,SALIX,DECIDUOUS SHRUBS,SHRUBS,4.333333333
FIRTH,10m,SALRET,DECIDUOUS SHRUBS,SHRUBS,2.5
FIRTH,10m,DRYINT,EVERGREEN SHRUBS,SHRUBS,1
FIRTH,10m,BUPAME,FORBS,FORBS,3
FIRTH,10m,EQUIS,HORSETAILS,FORBS,10.33333333
FIRTH,10m,CAREX,SEDGES,GRAMINOIDS,19.66666667
FIRTH,10m,PICGLA,TREES,TREES,1
FIRTH,20m,ARCRUB,DECIDUOUS SHRUBS,SHRUBS,4.333333333
FIRTH,20m,SALIX,DECIDUOUS SHRUBS,SHRUBS,3
FIRTH,20m,DRYINT,EVERGREEN SHRUBS,SHRUBS,2.333333333
FIRTH,20m,HEDALP,FORBS,FORBS,5
FIRTH,20m,POLVIV,FORBS,FORBS,5
FIRTH,20m,GRASS UNK,GRAMINOIDS,GRAMINOIDS,23
FIRTH,20m,EQUIS,HORSETAILS,FORBS,23.66666667
FIRTH,20m,PICGLA,TREES,TREES,29.33333333
FIRTH,30m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,67.33333333
FIRTH,30m,POTFRU,DECIDUOUS SHRUBS,SHRUBS,24
FIRTH,30m,SALIX,DECIDUOUS SHRUBS,SHRUBS,5
FIRTH,30m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,77
FIRTH,30m,CAREX,SEDGES,GRAMINOIDS,10
FIRTH,40m,SALIX,DECIDUOUS SHRUBS,SHRUBS,3
FIRTH,40m,DRYINT,EVERGREEN SHRUBS,SHRUBS,1.666666667
FIRTH,40m,EQUIS,HORSETAILS,FORBS,20.33333333
FIRTH,40m,JUNCU,RUSHES,GRAMINOIDS,8.5
FIRTH,40m,CAREX,SEDGES,GRAMINOIDS,15
FIRTH,50m,POTFRU,DECIDUOUS SHRUBS,SHRUBS,21.33333333
FIRTH,50m,SALIX,DECIDUOUS SHRUBS,SHRUBS,6.666666667
FIRTH,50m,SALRET,DECIDUOUS SHRUBS,SHRUBS,3
FIRTH,50m,DRYINT,EVERGREEN SHRUBS,SHRUBS,3.666666667
FIRTH,50m,POLVIV,FORBS,FORBS,8
FIRTH,50m,CAREX,SEDGES,GRAMINOIDS,17.66666667
FIRTH,60m,POTFRU,DECIDUOUS SHRUBS,SHRUBS,22.33333333
FIRTH,60m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,16.66666667
FIRTH,60m,SALRET,DECIDUOUS SHRUBS,SHRUBS,2
FIRTH,60m,DRYINT,EVERGREEN SHRUBS,SHRUBS,3.333333333
FIRTH,60m,POLVIV,FORBS,FORBS,6
FIRTH,60m,CAREX,SEDGES,GRAMINOIDS,7.333333333
FIRTH,60m,PICGLA,TREES,TREES,3
FIRTH,70m,SALRET,DECIDUOUS SHRUBS,SHRUBS,3.666666667
FIRTH,70m,DRYINT,EVERGREEN SHRUBS,SHRUBS,3.333333333
FIRTH,70m,PINVUL,FORBS,FORBS,1
FIRTH,70m,TOFIE,FORBS,FORBS,1
FIRTH,70m,CAREX,SEDGES,GRAMINOIDS,7.666666667
FIRTH,80m,POTFRU,DECIDUOUS SHRUBS,SHRUBS,21.66666667
FIRTH,80m,SALIX,DECIDUOUS SHRUBS,SHRUBS,4
FIRTH,80m,SALRET,DECIDUOUS SHRUBS,SHRUBS,1
FIRTH,80m,DRYINT,EVERGREEN SHRUBS,SHRUBS,3.666666667
FIRTH,80m,FORB,FORBS,FORBS,1
FIRTH,80m,HEDALP,FORBS,FORBS,6.5
FIRTH,80m,SAXOPP,FORBS,FORBS,1
FIRTH,80m,EQUIS,HORSETAILS,FORBS,2.5
FIRTH,80m,CAREX,SEDGES,GRAMINOIDS,8.666666667
FIRTH,90m,SALRET,DECIDUOUS SHRUBS,SHRUBS,3
FIRTH,90m,DRYINT,EVERGREEN SHRUBS,SHRUBS,2.333333333
FIRTH,90m,RHOLAP,EVERGREEN SHRUBS,SHRUBS,2.666666667
FIRTH,90m,TOFIE,FORBS,FORBS,5
FIRTH,90m,CETCUC,LICHENS,LICHENS,1
FIRTH,90m,CAREX,SEDGES,GRAMINOIDS,7
FOSSILCREEK,0m,SALCHA,DECIDUOUS SHRUBS,SHRUBS,4.333333333
FOSSILCREEK,0m,SALPHL,DECIDUOUS SHRUBS,SHRUBS,2
FOSSILCREEK,0m,CASTET,EVERGREEN SHRUBS,SHRUBS,8.333333333
FOSSILCREEK,0m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,5.333333333
FOSSILCREEK,0m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.333333333
FOSSILCREEK,0m,ANENAR,FORBS,FORBS,6.666666667
FOSSILCREEK,0m,ARTARC,FORBS,FORBS,3
FOSSILCREEK,0m,POLVIV,FORBS,FORBS,3
FOSSILCREEK,0m,FESALT,GRASSES,GRAMINOIDS,18
FOSSILCREEK,0m,CETCUC,LICHENS,LICHENS,1
FOSSILCREEK,0m,CETISL,LICHENS,LICHENS,2
FOSSILCREEK,0m,CLADO,LICHENS,LICHENS,4.333333333
FOSSILCREEK,0m,CLAMIT,LICHENS,LICHENS,3.666666667
FOSSILCREEK,0m,CLAUNC,LICHENS,LICHENS,2.333333333
FOSSILCREEK,0m,DACARC,LICHENS,LICHENS,3.333333333
FOSSILCREEK,0m,MASRIC,LICHENS,LICHENS,5.333333333
FOSSILCREEK,0m,CAREX,SEDGES,GRAMINOIDS,6.5
FOSSILCREEK,10m,SPISTE,DECIDUOUS SHRUBS,SHRUBS,11
FOSSILCREEK,10m,VACULI,DECIDUOUS SHRUBS,SHRUBS,5
FOSSILCREEK,10m,CASTET,EVERGREEN SHRUBS,SHRUBS,10
FOSSILCREEK,10m,DRYOCT,EVERGREEN SHRUBS,SHRUBS,7.333333333
FOSSILCREEK,10m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,7
FOSSILCREEK,10m,LOIPRO,EVERGREEN SHRUBS,SHRUBS,4
FOSSILCREEK,10m,VACVIT,EVERGREEN SHRUBS,SHRUBS,5
FOSSILCREEK,10m,ANENAR,FORBS,FORBS,13
FOSSILCREEK,10m,ARTARC,FORBS,FORBS,15.5
FOSSILCREEK,10m,PEDIC,FORBS,FORBS,8.5
FOSSILCREEK,10m,POLEM,FORBS,FORBS,6
FOSSILCREEK,10m,FESALT,GRASSES,GRAMINOIDS,14
FOSSILCREEK,10m,CETISL,LICHENS,LICHENS,5
FOSSILCREEK,10m,CLAMIT,LICHENS,LICHENS,5
FOSSILCREEK,10m,MASRIC,LICHENS,LICHENS,6.333333333
FOSSILCREEK,10m,CAREX,SEDGES,GRAMINOIDS,10.5
FOSSILCREEK,20m,LYCOP,CLUBMOSSES,FORBS,8
FOSSILCREEK,20m,SALCHA,DECIDUOUS SHRUBS,SHRUBS,3.666666667
FOSSILCREEK,20m,SALPHL,DECIDUOUS SHRUBS,SHRUBS,3
FOSSILCREEK,20m,CASTET,EVERGREEN SHRUBS,SHRUBS,9.333333333
FOSSILCREEK,20m,DRYOCT,EVERGREEN SHRUBS,SHRUBS,4.666666667
FOSSILCREEK,20m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,5
FOSSILCREEK,20m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2.666666667
FOSSILCREEK,20m,ANENAR,FORBS,FORBS,8.666666667
FOSSILCREEK,20m,ARTARC,FORBS,FORBS,6.666666667
FOSSILCREEK,20m,PEDIC,FORBS,FORBS,6.333333333
FOSSILCREEK,20m,POLVIV,FORBS,FORBS,8.5
FOSSILCREEK,20m,FESALT,GRASSES,GRAMINOIDS,12.33333333
FOSSILCREEK,20m,HIEALP,GRASSES,GRAMINOIDS,12.5
FOSSILCREEK,20m,CETISL,LICHENS,LICHENS,5.5
FOSSILCREEK,20m,CLADO,LICHENS,LICHENS,3
FOSSILCREEK,20m,CLAMIT,LICHENS,LICHENS,3
FOSSILCREEK,20m,MASRIC,LICHENS,LICHENS,4.333333333
FOSSILCREEK,20m,THAMN,LICHENS,LICHENS,3.333333333
FOSSILCREEK,20m,CAREX,SEDGES,GRAMINOIDS,7.666666667
FOSSILCREEK,30m,SALARC,DECIDUOUS SHRUBS,SHRUBS,3.666666667
FOSSILCREEK,30m,CASTET,EVERGREEN SHRUBS,SHRUBS,10.33333333
FOSSILCREEK,30m,DRYOCT,EVERGREEN SHRUBS,SHRUBS,6.666666667
FOSSILCREEK,30m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3
FOSSILCREEK,30m,ANENAR,FORBS,FORBS,15.5
FOSSILCREEK,30m,ARTARC,FORBS,FORBS,11
FOSSILCREEK,30m,PEDIC,FORBS,FORBS,8.5
FOSSILCREEK,30m,POLEM,FORBS,FORBS,6
FOSSILCREEK,30m,FESALT,GRASSES,GRAMINOIDS,14.33333333
FOSSILCREEK,30m,CLAMIT,LICHENS,LICHENS,3.333333333
FOSSILCREEK,30m,CAREX,SEDGES,GRAMINOIDS,11.66666667
FOSSILCREEK,40m,SALARC,DECIDUOUS SHRUBS,SHRUBS,3.666666667
FOSSILCREEK,40m,SALPHL,DECIDUOUS SHRUBS,SHRUBS,3
FOSSILCREEK,40m,CASTET,EVERGREEN SHRUBS,SHRUBS,10
FOSSILCREEK,40m,DRYOCT,EVERGREEN SHRUBS,SHRUBS,5
FOSSILCREEK,40m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2.666666667
FOSSILCREEK,40m,ANENAR,FORBS,FORBS,11.25
FOSSILCREEK,40m,ARTARC,FORBS,FORBS,4.333333333
FOSSILCREEK,40m,POLEM,FORBS,FORBS,4.666666667
FOSSILCREEK,40m,CALPUR,GRASSES,GRAMINOIDS,16
FOSSILCREEK,40m,FESALT,GRASSES,GRAMINOIDS,11
FOSSILCREEK,40m,HIEALP,GRASSES,GRAMINOIDS,8.333333333
FOSSILCREEK,40m,CETISL,LICHENS,LICHENS,4.333333333
FOSSILCREEK,40m,CLADO,LICHENS,LICHENS,2.333333333
FOSSILCREEK,40m,CLAMIT,LICHENS,LICHENS,3.333333333
FOSSILCREEK,40m,DACARC,LICHENS,LICHENS,2.333333333
FOSSILCREEK,40m,MASRIC,LICHENS,LICHENS,3.666666667
FOSSILCREEK,40m,STEREO,LICHENS,LICHENS,3.5
FOSSILCREEK,40m,THAMN,LICHENS,LICHENS,2
FOSSILCREEK,40m,CAREX,SEDGES,GRAMINOIDS,7
FOSSILCREEK,50m,SALCHA,DECIDUOUS SHRUBS,SHRUBS,7.333333333
FOSSILCREEK,50m,CASTET,EVERGREEN SHRUBS,SHRUBS,10
FOSSILCREEK,50m,DRYOCT,EVERGREEN SHRUBS,SHRUBS,8.333333333
FOSSILCREEK,50m,ANENAR,FORBS,FORBS,11.25
FOSSILCREEK,50m,ARTARC,FORBS,FORBS,6.5
FOSSILCREEK,50m,FESALT,GRASSES,GRAMINOIDS,13.25
FOSSILCREEK,50m,CAREX,SEDGES,GRAMINOIDS,6.5
FOSSILCREEK,60m,LYCOP,CLUBMOSSES,FORBS,6.666666667
FOSSILCREEK,60m,SALCHA,DECIDUOUS SHRUBS,SHRUBS,7.333333333
FOSSILCREEK,60m,DRYOCT,EVERGREEN SHRUBS,SHRUBS,4.666666667
FOSSILCREEK,60m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2.333333333
FOSSILCREEK,60m,ACODEL,FORBS,FORBS,6.25
FOSSILCREEK,60m,ANENAR,FORBS,FORBS,7.666666667
FOSSILCREEK,60m,ANTFRI,FORBS,FORBS,1.333333333
FOSSILCREEK,60m,ARTARC,FORBS,FORBS,4
FOSSILCREEK,60m,POLBIS,FORBS,FORBS,4
FOSSILCREEK,60m,CALPUR,GRASSES,GRAMINOIDS,16.33333333
FOSSILCREEK,60m,FESALT,GRASSES,GRAMINOIDS,7.666666667
FOSSILCREEK,60m,HIEALP,GRASSES,GRAMINOIDS,18.25
FOSSILCREEK,60m,CETISL,LICHENS,LICHENS,5
FOSSILCREEK,60m,CLADO,LICHENS,LICHENS,4.666666667
FOSSILCREEK,60m,CLAMIT,LICHENS,LICHENS,5.333333333
FOSSILCREEK,60m,DACARC,LICHENS,LICHENS,2.666666667
FOSSILCREEK,60m,THAMN,LICHENS,LICHENS,1
FOSSILCREEK,60m,CAREX,SEDGES,GRAMINOIDS,4.666666667
FOSSILCREEK,70m,SALCHA,DECIDUOUS SHRUBS,SHRUBS,6
FOSSILCREEK,70m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,8.666666667
FOSSILCREEK,70m,VACVIT,EVERGREEN SHRUBS,SHRUBS,7
FOSSILCREEK,70m,ANENAR,FORBS,FORBS,13.5
FOSSILCREEK,70m,ARTARC,FORBS,FORBS,24
FOSSILCREEK,70m,POLEM,FORBS,FORBS,5
FOSSILCREEK,70m,FESALT,GRASSES,GRAMINOIDS,15.66666667
FOSSILCREEK,70m,CLAMIT,LICHENS,LICHENS,5
FOSSILCREEK,70m,MASRIC,LICHENS,LICHENS,5
FOSSILCREEK,70m,CAREX,SEDGES,GRAMINOIDS,8
FOSSILCREEK,80m,SALCHA,DECIDUOUS SHRUBS,SHRUBS,4
FOSSILCREEK,80m,SALPHL,DECIDUOUS SHRUBS,SHRUBS,2.666666667
FOSSILCREEK,80m,DRYOCT,EVERGREEN SHRUBS,SHRUBS,8
FOSSILCREEK,80m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2.333333333
FOSSILCREEK,80m,ANENAR,FORBS,FORBS,7.666666667
FOSSILCREEK,80m,PEDIC,FORBS,FORBS,1
FOSSILCREEK,80m,SEDROS,FORBS,FORBS,2
FOSSILCREEK,80m,HIEALP,GRASSES,GRAMINOIDS,9.666666667
FOSSILCREEK,80m,CETISL,LICHENS,LICHENS,3
FOSSILCREEK,80m,CLADO,LICHENS,LICHENS,4
FOSSILCREEK,80m,CLAMIT,LICHENS,LICHENS,3.666666667
FOSSILCREEK,80m,DACARC,LICHENS,LICHENS,2.666666667
FOSSILCREEK,80m,MASRIC,LICHENS,LICHENS,2.333333333
FOSSILCREEK,80m,CAREX,SEDGES,GRAMINOIDS,10
FOSSILCREEK,90m,SALCHA,DECIDUOUS SHRUBS,SHRUBS,5.333333333
FOSSILCREEK,90m,CASTET,EVERGREEN SHRUBS,SHRUBS,8
FOSSILCREEK,90m,DRYOCT,EVERGREEN SHRUBS,SHRUBS,6.666666667
FOSSILCREEK,90m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,6.666666667
FOSSILCREEK,90m,LOIPRO,EVERGREEN SHRUBS,SHRUBS,2
FOSSILCREEK,90m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.5
FOSSILCREEK,90m,ANENAR,FORBS,FORBS,8.333333333
FOSSILCREEK,90m,FESALT,GRASSES,GRAMINOIDS,15.66666667
FOSSILCREEK,90m,CETISL,LICHENS,LICHENS,3.5
FOSSILCREEK,90m,CLADO,LICHENS,LICHENS,3.5
FOSSILCREEK,90m,CLAMIT,LICHENS,LICHENS,4
FOSSILCREEK,90m,DACARC,LICHENS,LICHENS,3
FOSSILCREEK,90m,MASRIC,LICHENS,LICHENS,4
FOSSILCREEK,90m,CAREX,SEDGES,GRAMINOIDS,8
FRYINGPAN,0m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,17.33333333
FRYINGPAN,0m,SALFUS,DECIDUOUS SHRUBS,SHRUBS,6
FRYINGPAN,0m,VACULI,DECIDUOUS SHRUBS,SHRUBS,11
FRYINGPAN,0m,CASTET,EVERGREEN SHRUBS,SHRUBS,6.666666667
FRYINGPAN,0m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,5.333333333
FRYINGPAN,0m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,9.333333333
FRYINGPAN,0m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.666666667
FRYINGPAN,0m,CETISL,LICHENS,LICHENS,5
FRYINGPAN,0m,CLAMIT,LICHENS,LICHENS,5
FRYINGPAN,0m,FLACUC,LICHENS,LICHENS,5
FRYINGPAN,0m,CAREX,SEDGES,GRAMINOIDS,22.66666667
FRYINGPAN,0m,LICHEN TOTAL,TOTAL,TOTAL,5
FRYINGPAN,10m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,20
FRYINGPAN,10m,SALFUS,DECIDUOUS SHRUBS,SHRUBS,9.25
FRYINGPAN,10m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,30.75
FRYINGPAN,10m,CASTET,EVERGREEN SHRUBS,SHRUBS,14.25
FRYINGPAN,10m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,13.75
FRYINGPAN,10m,VACVIT,EVERGREEN SHRUBS,SHRUBS,7
FRYINGPAN,20m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,14
FRYINGPAN,20m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,9.666666667
FRYINGPAN,20m,VACULI,DECIDUOUS SHRUBS,SHRUBS,11.66666667
FRYINGPAN,20m,CASTET,EVERGREEN SHRUBS,SHRUBS,8.333333333
FRYINGPAN,20m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,5
FRYINGPAN,20m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,8.333333333
FRYINGPAN,20m,VACVIT,EVERGREEN SHRUBS,SHRUBS,4.666666667
FRYINGPAN,20m,CLAMIT,LICHENS,LICHENS,6
FRYINGPAN,20m,CLARAN,LICHENS,LICHENS,6
FRYINGPAN,20m,DACARC,LICHENS,LICHENS,6
FRYINGPAN,20m,FLACUC,LICHENS,LICHENS,6
FRYINGPAN,20m,FLANIV,LICHENS,LICHENS,6
FRYINGPAN,20m,MASRIC,LICHENS,LICHENS,6
FRYINGPAN,20m,CAREX,SEDGES,GRAMINOIDS,17
FRYINGPAN,20m,LICHEN TOTAL,TOTAL,TOTAL,6
FRYINGPAN,30m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,11.75
FRYINGPAN,30m,VACULI,DECIDUOUS SHRUBS,SHRUBS,7.5
FRYINGPAN,30m,CASTET,EVERGREEN SHRUBS,SHRUBS,5.5
FRYINGPAN,30m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,6.75
FRYINGPAN,30m,VACVIT,EVERGREEN SHRUBS,SHRUBS,5.5
FRYINGPAN,30m,CETISL,LICHENS,LICHENS,6.25
FRYINGPAN,30m,CLARAN,LICHENS,LICHENS,6.25
FRYINGPAN,30m,DACARC,LICHENS,LICHENS,6.25
FRYINGPAN,30m,CARBIG,SEDGES,GRAMINOIDS,14.25
FRYINGPAN,30m,LICHEN TOTAL,TOTAL,TOTAL,6.25
FRYINGPAN,40m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,12
FRYINGPAN,40m,SALFUS,DECIDUOUS SHRUBS,SHRUBS,4.375
FRYINGPAN,40m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,4
FRYINGPAN,40m,VACULI,DECIDUOUS SHRUBS,SHRUBS,6.666666667
FRYINGPAN,40m,CASTET,EVERGREEN SHRUBS,SHRUBS,11
FRYINGPAN,40m,DRYAS,EVERGREEN SHRUBS,SHRUBS,4.333333333
FRYINGPAN,40m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,7
FRYINGPAN,40m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2.333333333
FRYINGPAN,40m,SAXPUN,FORBS,FORBS,7
FRYINGPAN,40m,CETISL,LICHENS,LICHENS,2.5
FRYINGPAN,40m,CLARAN,LICHENS,LICHENS,2.5
FRYINGPAN,40m,DACARC,LICHENS,LICHENS,2.833333333
FRYINGPAN,40m,FLACUC,LICHENS,LICHENS,4.333333333
FRYINGPAN,40m,THAVER,LICHENS,LICHENS,2.333333333
FRYINGPAN,40m,CAREX,SEDGES,GRAMINOIDS,20
FRYINGPAN,50m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,11.75
FRYINGPAN,50m,SALFUS,DECIDUOUS SHRUBS,SHRUBS,6.666666667
FRYINGPAN,50m,SALRET,DECIDUOUS SHRUBS,SHRUBS,5.5
FRYINGPAN,50m,VACULI,DECIDUOUS SHRUBS,SHRUBS,7.666666667
FRYINGPAN,50m,CASTET,EVERGREEN SHRUBS,SHRUBS,10
FRYINGPAN,50m,DRYOCT,EVERGREEN SHRUBS,SHRUBS,5.75
FRYINGPAN,50m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3
FRYINGPAN,50m,CETCUC,LICHENS,LICHENS,5.75
FRYINGPAN,50m,CETISL,LICHENS,LICHENS,5.75
FRYINGPAN,50m,CLADO,LICHENS,LICHENS,5.75
FRYINGPAN,50m,CLARAN,LICHENS,LICHENS,5.75
FRYINGPAN,50m,DACARC,LICHENS,LICHENS,5.75
