id,site_code,quadrat_num,PFT,height_observed,height_predicted,summary_type
2689,SPRINGRIVER,80m,GRAMINOIDS,14,22.10000008,max
2690,SPRINGRIVER,80m,GRAMINOIDS,14,5.116230373,mean
2691,SPRINGRIVER,80m,TOTAL,11.25,24.55000021,max
2692,SPRINGRIVER,80m,TOTAL,7.916666667,10.30165988,mean
2693,SPRINGRIVER,90m,EVERGREEN SHRUBS,3.666666667,6.700000167,max
2694,SPRINGRIVER,90m,EVERGREEN SHRUBS,3,1.648514258,mean
2695,SPRINGRIVER,90m,FORBS,5.666666667,3.999999911,max
2696,SPRINGRIVER,90m,FORBS,3.277777778,1.286363638,mean
2697,SPRINGRIVER,90m,GRAMINOIDS,5.333333333,7.100000232,max
2698,SPRINGRIVER,90m,GRAMINOIDS,5.333333333,2.365590143,mean
2699,SPRINGRIVER,90m,LICHENS,1.333333333,4.300000146,max
2700,SPRINGRIVER,90m,LICHENS,1.166666667,2.976470604,mean
2701,SPRINGRIVER,90m,TOTAL,4,5.525000114,max
2702,SPRINGRIVER,90m,TOTAL,3.194444444,2.06923466,mean
2703,STONE01,0m,DECIDUOUS SHRUBS,8.2,11.50000021,max
2704,STONE01,0m,DECIDUOUS SHRUBS,6.6,6.463157917,mean
2705,STONE01,0m,EVERGREEN SHRUBS,8.2,11.50000021,max
2706,STONE01,0m,EVERGREEN SHRUBS,6.066666667,5.312903248,mean
2707,STONE01,0m,GRAMINOIDS,7,11.50000021,max
2708,STONE01,0m,GRAMINOIDS,7,6.601098935,mean
2709,STONE01,0m,LICHENS,1.7,9.499999881,max
2710,STONE01,0m,LICHENS,1.7,3.663013705,mean
2711,STONE01,0m,TOTAL,5.02,10.60000017,max
2712,STONE01,0m,TOTAL,4.273333333,5.504701433,mean
2713,STONE01,10m,DECIDUOUS SHRUBS,10.25,8.299999684,max
2714,STONE01,10m,DECIDUOUS SHRUBS,7.375,2.907042278,mean
2715,STONE01,10m,EVERGREEN SHRUBS,4.5,8.299999684,max
2716,STONE01,10m,EVERGREEN SHRUBS,4.5,3.75552886,mean
2717,STONE01,10m,GRAMINOIDS,8.75,7.00000003,max
2718,STONE01,10m,GRAMINOIDS,8.75,2.771153848,mean
2719,STONE01,10m,LICHENS,1.5,2.999999933,max
2720,STONE01,10m,LICHENS,1.5,1.079166665,mean
2721,STONE01,10m,TOTAL,5,6.91999983,max
2722,STONE01,10m,TOTAL,4.425,2.558656763,mean
2723,STONE01,20m,DECIDUOUS SHRUBS,5.6,5.900000036,max
2724,STONE01,20m,DECIDUOUS SHRUBS,3.466666667,3.109333328,mean
2725,STONE01,20m,EVERGREEN SHRUBS,5.6,5.999999866,max
2726,STONE01,20m,EVERGREEN SHRUBS,3.466666667,2.94507043,mean
2727,STONE01,20m,GRAMINOIDS,7,4.300000146,max
2728,STONE01,20m,GRAMINOIDS,7,1.67411766,mean
2729,STONE01,20m,LICHENS,1.2,4.300000146,max
2730,STONE01,20m,LICHENS,1.2,1.175581402,mean
2731,STONE01,20m,TOTAL,3.88,4.920000061,max
2732,STONE01,20m,TOTAL,3.026666667,2.255366028,mean
2733,STONE01,30m,DECIDUOUS SHRUBS,14.5,7.599999756,max
2734,STONE01,30m,DECIDUOUS SHRUBS,10.5,4.842483658,mean
2735,STONE01,30m,EVERGREEN SHRUBS,6.25,6.80000037,max
2736,STONE01,30m,EVERGREEN SHRUBS,6.25,3.8116848,mean
2737,STONE01,30m,GRAMINOIDS,14.5,6.400000304,max
2738,STONE01,30m,GRAMINOIDS,14.5,3.680000019,mean
2739,STONE01,30m,LICHENS,0,7.400000095,max
2740,STONE01,30m,LICHENS,0,4.262857187,mean
2741,STONE01,30m,TOTAL,7.05,6.920000166,max
2742,STONE01,30m,TOTAL,6.25,4.20162736,mean
2743,STONE01,40m,DECIDUOUS SHRUBS,5.4,8.299999684,max
2744,STONE01,40m,DECIDUOUS SHRUBS,3.8,5.051428537,mean
2745,STONE01,40m,EVERGREEN SHRUBS,5.4,7.400000095,max
2746,STONE01,40m,EVERGREEN SHRUBS,3,4.698055565,mean
2747,STONE01,40m,GRAMINOIDS,8,7.299999893,max
2748,STONE01,40m,GRAMINOIDS,8,4.010059172,mean
2749,STONE01,40m,LICHENS,1.6,6.400000304,max
2750,STONE01,40m,LICHENS,1.6,3.119000007,mean
2751,STONE01,40m,TOTAL,4.08,7.259999961,max
2752,STONE01,40m,TOTAL,3.28,4.275708658,mean
2753,STONE01,50m,DECIDUOUS SHRUBS,3.25,5.49999997,max
2754,STONE01,50m,DECIDUOUS SHRUBS,2.5,2.864285724,mean
2755,STONE01,50m,EVERGREEN SHRUBS,6,8.799999952,max
2756,STONE01,50m,EVERGREEN SHRUBS,4,3.581381384,mean
2757,STONE01,50m,GRAMINOIDS,9.75,9.099999815,max
2758,STONE01,50m,GRAMINOIDS,9.75,2.97537313,mean
2759,STONE01,50m,LICHENS,0.875,6.400000304,max
2760,STONE01,50m,LICHENS,0.875,2.165822796,mean
2761,STONE01,50m,TOTAL,3.975,7.040000036,max
2762,STONE01,50m,TOTAL,3.425,2.773372609,mean
2763,STONE01,60m,DECIDUOUS SHRUBS,6.8,10.10000035,max
2764,STONE01,60m,DECIDUOUS SHRUBS,4.35,4.731818194,mean
2765,STONE01,60m,EVERGREEN SHRUBS,6.8,9.399999678,max
2766,STONE01,60m,EVERGREEN SHRUBS,3.533333333,3.554822339,mean
2767,STONE01,60m,GRAMINOIDS,5,6.700000167,max
2768,STONE01,60m,GRAMINOIDS,5,3.776363663,mean
2769,STONE01,60m,LICHENS,1.5,6.499999762,max
2770,STONE01,60m,LICHENS,1.5,3.378947359,mean
2771,STONE01,60m,TOTAL,4.02,8.079999983,max
2772,STONE01,60m,TOTAL,2.876666667,3.675809665,mean
2773,STONE01,70m,DECIDUOUS SHRUBS,7.5,7.699999958,max
2774,STONE01,70m,DECIDUOUS SHRUBS,5.125,4.348750021,mean
2775,STONE01,70m,EVERGREEN SHRUBS,6.75,10.10000035,max
2776,STONE01,70m,EVERGREEN SHRUBS,4.75,3.499137948,mean
2777,STONE01,70m,GRAMINOIDS,9.25,7.19999969,max
2778,STONE01,70m,GRAMINOIDS,7.375,3.447440282,mean
2779,STONE01,70m,LICHENS,1.5,6.80000037,max
2780,STONE01,70m,LICHENS,1.5,2.849295775,mean
2781,STONE01,70m,TOTAL,5,7.520000041,max
2782,STONE01,70m,TOTAL,3.75,3.6329248,mean
2783,STONE01,80m,DECIDUOUS SHRUBS,7.2,6.80000037,max
2784,STONE01,80m,DECIDUOUS SHRUBS,5.2,4.091286328,mean
2785,STONE01,80m,EVERGREEN SHRUBS,7.2,6.400000304,max
2786,STONE01,80m,EVERGREEN SHRUBS,5.2,2.919123518,mean
2787,STONE01,80m,LICHENS,1.3,5.999999866,max
2788,STONE01,80m,LICHENS,1.3,3.013793099,mean
2789,STONE01,80m,TOTAL,3.14,6.380000114,max
2790,STONE01,80m,TOTAL,2.34,3.224042135,mean
2791,STONE01,90m,DECIDUOUS SHRUBS,18,5.084444582,max
2792,STONE01,90m,DECIDUOUS SHRUBS,10,2.122805889,mean
2793,STONE01,90m,EVERGREEN SHRUBS,3.75,7.19999969,max
2794,STONE01,90m,EVERGREEN SHRUBS,3.75,1.704960304,mean
2795,STONE01,90m,GRAMINOIDS,13.75,5.000000075,max
2796,STONE01,90m,GRAMINOIDS,13.75,1.415091224,mean
2797,STONE01,90m,LICHENS,1.125,3.799999878,max
2798,STONE01,90m,LICHENS,1.125,1.474999997,mean
2799,STONE01,90m,TOTAL,7.325,5.376888812,max
2800,STONE01,90m,TOTAL,5.725,1.837439934,mean
2801,STONE02,0m,DECIDUOUS SHRUBS,9.6,9.600000083,max
2802,STONE02,0m,DECIDUOUS SHRUBS,9.6,5.51809527,mean
2803,STONE02,0m,EVERGREEN SHRUBS,5.2,9.600000083,max
2804,STONE02,0m,EVERGREEN SHRUBS,5.2,4.269565225,mean
2805,STONE02,0m,TOTAL,7.4,9.600000083,max
2806,STONE02,0m,TOTAL,7.4,4.893830248,mean
2807,STONE02,10m,DECIDUOUS SHRUBS,19.66666667,12.6000002,max
2808,STONE02,10m,DECIDUOUS SHRUBS,16.55555556,7.516091979,mean
2809,STONE02,10m,EVERGREEN SHRUBS,8,10.70000008,max
2810,STONE02,10m,EVERGREEN SHRUBS,6.166666667,5.482323266,mean
2811,STONE02,10m,GRAMINOIDS,15.5,9.300000221,max
2812,STONE02,10m,GRAMINOIDS,13.41666667,3.910000025,mean
2813,STONE02,10m,TOTAL,10.79166667,11.07500009,max
2814,STONE02,10m,TOTAL,9.034722222,6.7371038,mean
2815,STONE02,20m,DECIDUOUS SHRUBS,7.6,14.59999979,max
2816,STONE02,20m,DECIDUOUS SHRUBS,7.6,6.957767025,mean
2817,STONE02,20m,EVERGREEN SHRUBS,5,14.49999958,max
2818,STONE02,20m,EVERGREEN SHRUBS,5,5.669709558,mean
2819,STONE02,20m,GRAMINOIDS,6,10.40000021,max
2820,STONE02,20m,GRAMINOIDS,6,5.236781592,mean
2821,STONE02,20m,TOTAL,4.65,12.79999986,max
2822,STONE02,20m,TOTAL,4.65,6.110508968,mean
2823,STONE02,30m,DECIDUOUS SHRUBS,22.5,24.79999959,max
2824,STONE02,30m,DECIDUOUS SHRUBS,17.72222222,10.30881058,mean
2825,STONE02,30m,EVERGREEN SHRUBS,8,29.19999957,max
2826,STONE02,30m,EVERGREEN SHRUBS,5.777777778,6.25972224,mean
2827,STONE02,30m,GRAMINOIDS,11.33333333,10.80000028,max
2828,STONE02,30m,GRAMINOIDS,11.33333333,4.326086934,mean
2829,STONE02,30m,TOTAL,10.45833333,23.49999975,max
2830,STONE02,30m,TOTAL,8.708333333,8.321527286,mean
2831,STONE02,40m,DECIDUOUS SHRUBS,14.2,21.60000056,max
2832,STONE02,40m,DECIDUOUS SHRUBS,14.2,10.08541668,mean
2833,STONE02,40m,GRAMINOIDS,6,12.5,max
2834,STONE02,40m,GRAMINOIDS,6,5.707017584,mean
2835,STONE02,40m,TOTAL,6.733333333,19.36666667,max
2836,STONE02,40m,TOTAL,6.733333333,10.28601977,mean
2837,STONE02,50m,DECIDUOUS SHRUBS,9.666666667,8.200000226,max
2838,STONE02,50m,DECIDUOUS SHRUBS,9.666666667,4.70769242,mean
2839,STONE02,50m,EVERGREEN SHRUBS,3,8.500000089,max
2840,STONE02,50m,EVERGREEN SHRUBS,3,2.43058825,mean
2841,STONE02,50m,GRAMINOIDS,15.66666667,10.59999987,max
2842,STONE02,50m,GRAMINOIDS,13.33333334,2.410550469,mean
2843,STONE02,50m,TOTAL,7.083333334,9.475000016,max
2844,STONE02,50m,TOTAL,6.500000001,3.429395281,mean
2845,STONE02,60m,DECIDUOUS SHRUBS,8.2,7.299999893,max
2846,STONE02,60m,DECIDUOUS SHRUBS,6.866666667,3.226204829,mean
2847,STONE02,60m,EVERGREEN SHRUBS,8.2,6.499999762,max
2848,STONE02,60m,EVERGREEN SHRUBS,5.533333333,3.319531242,mean
2849,STONE02,60m,GRAMINOIDS,6,8.100000024,max
2850,STONE02,60m,GRAMINOIDS,6,3.678333315,mean
2851,STONE02,60m,TOTAL,5.6,7.299999893,max
2852,STONE02,60m,TOTAL,4.6,3.498122597,mean
2853,STONE02,70m,DECIDUOUS SHRUBS,9.5,9.600000083,max
2854,STONE02,70m,DECIDUOUS SHRUBS,6.833333334,5.868181798,mean
2855,STONE02,70m,EVERGREEN SHRUBS,9.333333333,8.399999887,max
2856,STONE02,70m,EVERGREEN SHRUBS,5.666666667,4.629255307,mean
2857,STONE02,70m,GRAMINOIDS,14,9.600000083,max
2858,STONE02,70m,GRAMINOIDS,11.25,3.920846904,mean
2859,STONE02,70m,TOTAL,8.208333333,8.999999985,max
2860,STONE02,70m,TOTAL,5.9375,4.619087126,mean
2861,STONE02,80m,DECIDUOUS SHRUBS,10.2,16.89999998,max
2862,STONE02,80m,DECIDUOUS SHRUBS,10.2,6.069811335,mean
2863,STONE02,80m,EVERGREEN SHRUBS,10.2,12.09999993,max
2864,STONE02,80m,EVERGREEN SHRUBS,5.9,3.531250008,mean
2865,STONE02,80m,GRAMINOIDS,10,16.89999998,max
2866,STONE02,80m,GRAMINOIDS,10,6.520000025,mean
2867,STONE02,80m,TOTAL,7.6,15.60000014,max
2868,STONE02,80m,TOTAL,6.525,5.94316857,mean
2869,STONE02,90m,DECIDUOUS SHRUBS,14,13.09999973,max
2870,STONE02,90m,DECIDUOUS SHRUBS,14,5.672142833,mean
2871,STONE02,90m,EVERGREEN SHRUBS,8.5,10.59999987,max
2872,STONE02,90m,EVERGREEN SHRUBS,6.75,4.889873446,mean
2873,STONE02,90m,GRAMINOIDS,13.33333333,10.19999981,max
2874,STONE02,90m,GRAMINOIDS,13.33333333,4.647826126,mean
2875,STONE02,90m,TOTAL,8.958333333,11.0249998,max
2876,STONE02,90m,TOTAL,8.520833333,5.161905054,mean
2877,SWEDE,0m,DECIDUOUS SHRUBS,6.666666667,9.399999678,max
2878,SWEDE,0m,DECIDUOUS SHRUBS,6.083333334,6.428448302,mean
2879,SWEDE,0m,EVERGREEN SHRUBS,8.666666667,10.00000015,max
2880,SWEDE,0m,EVERGREEN SHRUBS,6.333333334,4.492916679,mean
2881,SWEDE,0m,FORBS,14,7.100000232,max
2882,SWEDE,0m,FORBS,14,3.776923055,mean
2883,SWEDE,0m,GRAMINOIDS,13.66666667,8.399999887,max
2884,SWEDE,0m,GRAMINOIDS,13.66666667,3.609944759,mean
2885,SWEDE,0m,LICHENS,7,4.800000042,max
2886,SWEDE,0m,LICHENS,6.666666667,2.890476176,mean
2887,SWEDE,0m,TOTAL,10,7.939999998,max
2888,SWEDE,0m,TOTAL,9.350000001,4.239741794,mean
2889,SWEDE,10m,DECIDUOUS SHRUBS,16.66666667,23.49999994,max
2890,SWEDE,10m,DECIDUOUS SHRUBS,11.83333334,12.71210187,mean
2891,SWEDE,10m,EVERGREEN SHRUBS,9,22.59999961,max
2892,SWEDE,10m,EVERGREEN SHRUBS,6.777777778,8.995053777,mean
2893,SWEDE,10m,FORBS,11.33333333,13.79999965,max
2894,SWEDE,10m,FORBS,11.33333333,5.607692324,mean
2895,SWEDE,10m,GRAMINOIDS,23,22.80000001,max
2896,SWEDE,10m,GRAMINOIDS,23,12.1951515,mean
2897,SWEDE,10m,TOTAL,15,20.6749998,max
2898,SWEDE,10m,TOTAL,13.23611111,9.87749987,mean
2899,SWEDE,20m,DECIDUOUS SHRUBS,10.66666667,6.700000167,max
2900,SWEDE,20m,DECIDUOUS SHRUBS,8.500000002,2.746162224,mean
2901,SWEDE,20m,EVERGREEN SHRUBS,8,9.399999678,max
2902,SWEDE,20m,EVERGREEN SHRUBS,6.333333334,3.756445437,mean
2903,SWEDE,20m,FORBS,15,8.600000292,max
2904,SWEDE,20m,FORBS,8.944444443,3.861910798,mean
2905,SWEDE,20m,GRAMINOIDS,16.66666667,9.799999744,max
2906,SWEDE,20m,GRAMINOIDS,16.66666667,5.097350462,mean
2907,SWEDE,20m,LICHENS,8.666666667,10.19999981,max
2908,SWEDE,20m,LICHENS,4.6,2.791342388,mean
2909,SWEDE,20m,TOTAL,9.833333335,10.0833334,max
2910,SWEDE,20m,TOTAL,7.507407408,3.838313002,mean
2911,SWEDE,30m,DECIDUOUS SHRUBS,28.33333333,15.39999992,max
2912,SWEDE,30m,DECIDUOUS SHRUBS,19.66666667,8.869999992,mean
2913,SWEDE,30m,EVERGREEN SHRUBS,11.33333333,15.99999964,max
2914,SWEDE,30m,EVERGREEN SHRUBS,6.666666666,7.431000028,mean
2915,SWEDE,30m,FORBS,11.66666667,14.39999938,max
2916,SWEDE,30m,FORBS,7.333333335,5.012676076,mean
2917,SWEDE,30m,GRAMINOIDS,17.66666667,16.40000045,max
2918,SWEDE,30m,GRAMINOIDS,17.66666667,8.856818217,mean
2919,SWEDE,30m,LICHENS,9,14.20000046,max
2920,SWEDE,30m,LICHENS,5.416666667,4.537719305,mean
2921,SWEDE,30m,TOTAL,15.6,15.27999997,max
2922,SWEDE,30m,TOTAL,11.35,6.941642724,mean
2923,SWEDE,40m,DECIDUOUS SHRUBS,38,35.40000021,max
2924,SWEDE,40m,DECIDUOUS SHRUBS,21.55555556,14.29270835,mean
2925,SWEDE,40m,EVERGREEN SHRUBS,9.666666667,36.80000007,max
2926,SWEDE,40m,EVERGREEN SHRUBS,5.777777778,13.06687506,mean
2927,SWEDE,40m,FORBS,9,13.30000013,max
2928,SWEDE,40m,FORBS,9,6.394117676,mean
2929,SWEDE,40m,GRAMINOIDS,15.66666667,36.80000007,max
2930,SWEDE,40m,GRAMINOIDS,15.66666667,22.24642871,mean
2931,SWEDE,40m,TOTAL,18.08333333,30.57500012,max
2932,SWEDE,40m,TOTAL,13,14.00003245,mean
2933,SWEDE,50m,DECIDUOUS SHRUBS,23.5,27.700001,max
2934,SWEDE,50m,DECIDUOUS SHRUBS,16.08333333,13.07716544,mean
2935,SWEDE,50m,EVERGREEN SHRUBS,10,32.80000091,max
2936,SWEDE,50m,EVERGREEN SHRUBS,5.222222222,5.854794529,mean
2937,SWEDE,50m,FORBS,6.666666667,30.30000031,max
2938,SWEDE,50m,FORBS,6.666666667,4.937254899,mean
2939,SWEDE,50m,GRAMINOIDS,16.33333333,11.2999998,max
2940,SWEDE,50m,GRAMINOIDS,16.33333333,3.060156251,mean
2941,SWEDE,50m,TOTAL,11.3,27.36000046,max
2942,SWEDE,50m,TOTAL,8.861111111,7.16854091,mean
2943,SWEDE,60m,DECIDUOUS SHRUBS,16,22.40000069,max
2944,SWEDE,60m,DECIDUOUS SHRUBS,12.11111111,14.01595101,mean
2945,SWEDE,60m,EVERGREEN SHRUBS,9.333333333,22.80000001,max
2946,SWEDE,60m,EVERGREEN SHRUBS,6.666666667,7.0704403,mean
2947,SWEDE,60m,FORBS,3.666666667,19.09999996,max
2948,SWEDE,60m,FORBS,3.666666667,6.128571459,mean
2949,SWEDE,60m,GRAMINOIDS,15,20.99999934,max
2950,SWEDE,60m,GRAMINOIDS,15,7.115584403,mean
2951,SWEDE,60m,TOTAL,11,21.325,max
2952,SWEDE,60m,TOTAL,9.361111111,8.582636793,mean
2953,SWEDE,70m,DECIDUOUS SHRUBS,20,29.69999909,max
2954,SWEDE,70m,DECIDUOUS SHRUBS,20,21.89789471,mean
2955,SWEDE,70m,EVERGREEN SHRUBS,12.66666667,38.89999986,max
2956,SWEDE,70m,EVERGREEN SHRUBS,6.666666668,11.23217823,mean
2957,SWEDE,70m,FORBS,6.333333333,37.99999952,max
2958,SWEDE,70m,FORBS,6.333333333,11.13930634,mean
2959,SWEDE,70m,GRAMINOIDS,17.33333333,38.89999986,max
2960,SWEDE,70m,GRAMINOIDS,17.33333333,7.727385881,mean
2961,SWEDE,70m,TOTAL,14.08333333,36.37499958,max
2962,SWEDE,70m,TOTAL,12.58333333,12.99919129,mean
2963,SWEDE,80m,DECIDUOUS SHRUBS,23.33333333,13.89999986,max
2964,SWEDE,80m,DECIDUOUS SHRUBS,13.77777778,9.00449438,mean
2965,SWEDE,80m,EVERGREEN SHRUBS,9.333333333,14.80000019,max
2966,SWEDE,80m,EVERGREEN SHRUBS,7.166666667,7.86539684,mean
2967,SWEDE,80m,FORBS,7,14.30000067,max
2968,SWEDE,80m,FORBS,6.666666667,7.260576922,mean
2969,SWEDE,80m,GRAMINOIDS,21.66666667,14.80000019,max
2970,SWEDE,80m,GRAMINOIDS,21.66666667,8.243827196,mean
2971,SWEDE,80m,TOTAL,15.33333333,14.45000023,max
2972,SWEDE,80m,TOTAL,12.31944445,8.093573835,mean
2973,SWEDE,90m,DECIDUOUS SHRUBS,14.33333333,23.29999954,max
2974,SWEDE,90m,DECIDUOUS SHRUBS,10.66666667,7.791129054,mean
2975,SWEDE,90m,EVERGREEN SHRUBS,9,23.39999974,max
2976,SWEDE,90m,EVERGREEN SHRUBS,5.333333334,8.620000026,mean
2977,SWEDE,90m,FORBS,6.333333333,23.10000062,max
2978,SWEDE,90m,FORBS,6.166666667,6.915194355,mean
2979,SWEDE,90m,GRAMINOIDS,21,20.49999982,max
2980,SWEDE,90m,GRAMINOIDS,21,7.134545543,mean
2981,SWEDE,90m,LICHENS,5,14.00000006,max
2982,SWEDE,90m,LICHENS,3.222222222,3.20491805,mean
2983,SWEDE,90m,TOTAL,11.13333333,20.85999995,max
2984,SWEDE,90m,TOTAL,9.277777777,6.733157405,mean
2985,THISTLE,0m,EVERGREEN SHRUBS,5,4.399999976,max
2986,THISTLE,0m,EVERGREEN SHRUBS,3.333333333,1.136195152,mean
2987,THISTLE,0m,GRAMINOIDS,13.66666667,5.200000107,max
2988,THISTLE,0m,GRAMINOIDS,13.66666667,2.229931982,mean
2989,THISTLE,0m,LICHENS,4,4.800000042,max
2990,THISTLE,0m,LICHENS,3.166666667,2.296909793,mean
2991,THISTLE,0m,TOTAL,7.555555557,4.800000042,max
2992,THISTLE,0m,TOTAL,6.722222223,1.887678976,mean
2993,THISTLE,10m,EVERGREEN SHRUBS,6,9.099999815,max
2994,THISTLE,10m,EVERGREEN SHRUBS,4.222222222,6.194776157,mean
2995,THISTLE,10m,FORBS,7.333333333,9.099999815,max
2996,THISTLE,10m,FORBS,7.333333333,6.821686752,mean
2997,THISTLE,10m,GRAMINOIDS,19.66666667,9.799999744,max
2998,THISTLE,10m,GRAMINOIDS,17,6.897014947,mean
2999,THISTLE,10m,LICHENS,3.333333333,8.799999952,max
3000,THISTLE,10m,LICHENS,2.388888889,3.961904773,mean
3001,THISTLE,10m,TOTAL,9.083333334,9.199999832,max
3002,THISTLE,10m,TOTAL,7.736111111,5.968845657,mean
3003,THISTLE,20m,DECIDUOUS SHRUBS,6.666666667,15.99999964,max
3004,THISTLE,20m,DECIDUOUS SHRUBS,4.166666667,11.5136363,mean
3005,THISTLE,20m,EVERGREEN SHRUBS,9,15.60000032,max
3006,THISTLE,20m,EVERGREEN SHRUBS,5,6.602028994,mean
3007,THISTLE,20m,FORBS,12,9.399999678,max
3008,THISTLE,20m,FORBS,12,8.694444473,mean
3009,THISTLE,20m,GRAMINOIDS,18.66666667,14.10000026,max
3010,THISTLE,20m,GRAMINOIDS,18.66666667,6.472000012,mean
3011,THISTLE,20m,LICHENS,4.333333333,11.69999987,max
3012,THISTLE,20m,LICHENS,3.777777778,4.56896554,mean
3013,THISTLE,20m,TOTAL,8.444444445,13.54999989,max
3014,THISTLE,20m,TOTAL,7.268518519,7.81571975,mean
3015,THISTLE,30m,DECIDUOUS SHRUBS,18,19.40000057,max
3016,THISTLE,30m,DECIDUOUS SHRUBS,8.555555556,13.13193277,mean
3017,THISTLE,30m,EVERGREEN SHRUBS,4.666666667,15.80000073,max
3018,THISTLE,30m,EVERGREEN SHRUBS,4.222222222,5.937037057,mean
3019,THISTLE,30m,GRAMINOIDS,8,15.29999971,max
3020,THISTLE,30m,GRAMINOIDS,8,6.327272699,mean
3021,THISTLE,30m,LICHENS,2.333333333,10.40000021,max
3022,THISTLE,30m,LICHENS,1.619047619,5.192857182,mean
3023,THISTLE,30m,TOTAL,5.5,14.40000025,max
3024,THISTLE,30m,TOTAL,3.732804233,6.983711651,mean
3025,THISTLE,40m,DECIDUOUS SHRUBS,23.66666667,19.30000037,max
3026,THISTLE,40m,DECIDUOUS SHRUBS,14.44444444,9.368156389,mean
3027,THISTLE,40m,EVERGREEN SHRUBS,4.333333333,14.59999979,max
3028,THISTLE,40m,EVERGREEN SHRUBS,3.222222222,5.934226191,mean
3029,THISTLE,40m,GRAMINOIDS,21,19.30000037,max
3030,THISTLE,40m,GRAMINOIDS,21,6.814193566,mean
3031,THISTLE,40m,LICHENS,3.666666667,11.69999987,max
3032,THISTLE,40m,LICHENS,2.583333334,3.728888892,mean
3033,THISTLE,40m,TOTAL,10.53333333,15.60000002,max
3034,THISTLE,40m,TOTAL,8.25,6.607493003,mean
3035,THISTLE,50m,DECIDUOUS SHRUBS,17,17.20000058,max
3036,THISTLE,50m,DECIDUOUS SHRUBS,11.66666667,10.38300968,mean
3037,THISTLE,50m,EVERGREEN SHRUBS,7.333333333,15.29999971,max
3038,THISTLE,50m,EVERGREEN SHRUBS,5.166666667,5.95208336,mean
3039,THISTLE,50m,GRAMINOIDS,14.66666667,13.40000033,max
3040,THISTLE,50m,GRAMINOIDS,14.66666667,6.18395064,mean
3041,THISTLE,50m,TOTAL,9.750000001,15.7750003,max
3042,THISTLE,50m,TOTAL,7.875000001,7.789135912,mean
3043,THISTLE,60m,DECIDUOUS SHRUBS,19,14.39999938,max
3044,THISTLE,60m,DECIDUOUS SHRUBS,13.77777778,9.983333309,mean
3045,THISTLE,60m,EVERGREEN SHRUBS,6.666666667,12.80000061,max
3046,THISTLE,60m,EVERGREEN SHRUBS,4.083333333,5.115719082,mean
3047,THISTLE,60m,GRAMINOIDS,11,12.30000034,max
3048,THISTLE,60m,GRAMINOIDS,11,5.786585403,mean
3049,THISTLE,60m,LICHENS,5.666666667,12.3999998,max
3050,THISTLE,60m,LICHENS,2.833333333,4.614112923,mean
3051,THISTLE,60m,TOTAL,7.055555556,12.41666675,max
3052,THISTLE,60m,TOTAL,5.282407407,6.146447992,mean
3053,THISTLE,70m,EVERGREEN SHRUBS,7.666666667,7.699999958,max
3054,THISTLE,70m,EVERGREEN SHRUBS,4.8,3.151417015,mean
3055,THISTLE,70m,GRAMINOIDS,13.33333333,7.699999958,max
3056,THISTLE,70m,GRAMINOIDS,13.33333333,3.699093673,mean
3057,THISTLE,70m,LICHENS,3,5.200000107,max
3058,THISTLE,70m,LICHENS,2.25,2.571232901,mean
3059,THISTLE,70m,TOTAL,5.999999999,6.599999964,max
3060,THISTLE,70m,TOTAL,5.095833333,2.784007327,mean
3061,THISTLE,80m,DECIDUOUS SHRUBS,24.33333333,16.89999998,max
3062,THISTLE,80m,DECIDUOUS SHRUBS,15.55555555,9.912500018,mean
3063,THISTLE,80m,EVERGREEN SHRUBS,6,14.69999999,max
3064,THISTLE,80m,EVERGREEN SHRUBS,4,4.753038679,mean
3065,THISTLE,80m,GRAMINOIDS,17.66666667,13.79999965,max
3066,THISTLE,80m,GRAMINOIDS,17.66666667,6.882530178,mean
3067,THISTLE,80m,LICHENS,1.666666667,12.6000002,max
3068,THISTLE,80m,LICHENS,1.238095238,6.99629635,mean
3069,THISTLE,80m,TOTAL,8.277777778,15.04999995,max
3070,THISTLE,80m,TOTAL,6.41005291,7.565464387,mean
3071,THISTLE,90m,EVERGREEN SHRUBS,4,5.900000036,max
3072,THISTLE,90m,EVERGREEN SHRUBS,4,2.643661979,mean
3073,THISTLE,90m,GRAMINOIDS,8.333333333,5.299999937,max
3074,THISTLE,90m,GRAMINOIDS,8.333333333,2.666666638,mean
3075,THISTLE,90m,LICHENS,2,5.799999833,max
3076,THISTLE,90m,LICHENS,1.266666667,1.455616444,mean
3077,THISTLE,90m,TOTAL,3.583333333,5.69999991,max
3078,THISTLE,90m,TOTAL,3.4,1.898986267,mean
3079,TOPOFTHEWORLD,0m,DECIDUOUS SHRUBS,64,61.40000224,max
3080,TOPOFTHEWORLD,0m,DECIDUOUS SHRUBS,40,18.8130785,mean
3081,TOPOFTHEWORLD,0m,EVERGREEN SHRUBS,31.33333333,21.19999975,max
3082,TOPOFTHEWORLD,0m,EVERGREEN SHRUBS,18.83333333,12.49741936,mean
3083,TOPOFTHEWORLD,0m,TOTAL,47.66666667,41.300001,max
3084,TOPOFTHEWORLD,0m,TOTAL,29.41666667,15.65524893,mean
3085,TOPOFTHEWORLD,10m,DECIDUOUS SHRUBS,21,90.70000052,max
3086,TOPOFTHEWORLD,10m,DECIDUOUS SHRUBS,18.83333334,48.8405248,mean
3087,TOPOFTHEWORLD,10m,EVERGREEN SHRUBS,5.333333333,82.30000138,max
