id,site_code,quadrat_num,PFT,height_observed,height_predicted,summary_type
911,FRYINGPAN,60m,GRAMINOIDS,19,10.59999987,max
912,FRYINGPAN,60m,GRAMINOIDS,19,4.288392864,mean
913,FRYINGPAN,60m,LICHENS,5,11.59999967,max
914,FRYINGPAN,60m,LICHENS,3.416666667,2.374305565,mean
915,FRYINGPAN,60m,TOTAL,13.16666667,10.97499989,max
916,FRYINGPAN,60m,TOTAL,12.1875,4.37561638,mean
917,FRYINGPAN,70m,DECIDUOUS SHRUBS,19.75,15.09999931,max
918,FRYINGPAN,70m,DECIDUOUS SHRUBS,13.41666667,8.098571448,mean
919,FRYINGPAN,70m,EVERGREEN SHRUBS,7.75,11.10000014,max
920,FRYINGPAN,70m,EVERGREEN SHRUBS,5.75,4.273936166,mean
921,FRYINGPAN,70m,GRAMINOIDS,17.75,13.79999965,max
922,FRYINGPAN,70m,GRAMINOIDS,17.75,5.02564104,mean
923,FRYINGPAN,70m,LICHENS,4.75,5.799999833,max
924,FRYINGPAN,70m,LICHENS,4.75,2.714953256,mean
925,FRYINGPAN,70m,TOTAL,12.5,11.44999973,max
926,FRYINGPAN,70m,TOTAL,10.41666667,5.028275478,mean
927,FRYINGPAN,80m,DECIDUOUS SHRUBS,32,18.89999956,max
928,FRYINGPAN,80m,DECIDUOUS SHRUBS,16,8.55354332,mean
929,FRYINGPAN,80m,EVERGREEN SHRUBS,8.333333333,18.89999956,max
930,FRYINGPAN,80m,EVERGREEN SHRUBS,6,6.979622658,mean
931,FRYINGPAN,80m,GRAMINOIDS,25.33333333,15.19999951,max
932,FRYINGPAN,80m,GRAMINOIDS,25.33333333,7.678244271,mean
933,FRYINGPAN,80m,LICHENS,3,8.299999684,max
934,FRYINGPAN,80m,LICHENS,3,3.40666665,mean
935,FRYINGPAN,80m,TOTAL,17.16666667,15.32499958,max
936,FRYINGPAN,80m,TOTAL,12.58333333,6.654519225,mean
937,FRYINGPAN,90m,DECIDUOUS SHRUBS,30.5,29.19999957,max
938,FRYINGPAN,90m,DECIDUOUS SHRUBS,15.25,14.30365631,mean
939,FRYINGPAN,90m,EVERGREEN SHRUBS,11.75,23.19999933,max
940,FRYINGPAN,90m,EVERGREEN SHRUBS,8.875,8.483091793,mean
941,FRYINGPAN,90m,GRAMINOIDS,23.25,24.09999967,max
942,FRYINGPAN,90m,GRAMINOIDS,23.25,7.539208671,mean
943,FRYINGPAN,90m,TOTAL,21.83333333,25.49999952,max
944,FRYINGPAN,90m,TOTAL,15.79166667,10.10865226,mean
945,GRANITE,0m,DECIDUOUS SHRUBS,21.66666667,11.20000035,max
946,GRANITE,0m,DECIDUOUS SHRUBS,19.66666667,6.439344325,mean
947,GRANITE,0m,EVERGREEN SHRUBS,8.666666667,11.69999987,max
948,GRANITE,0m,EVERGREEN SHRUBS,6,5.999310343,mean
949,GRANITE,0m,GRAMINOIDS,66.33333333,11.50000021,max
950,GRANITE,0m,GRAMINOIDS,43.83333333,5.11366745,mean
951,GRANITE,0m,TOTAL,32.22222222,11.46666681,max
952,GRANITE,0m,TOTAL,23.16666667,5.850774039,mean
953,GRANITE,10m,DECIDUOUS SHRUBS,20,27.59999931,max
954,GRANITE,10m,DECIDUOUS SHRUBS,20,19.2842412,mean
955,GRANITE,10m,EVERGREEN SHRUBS,9,23.89999926,max
956,GRANITE,10m,EVERGREEN SHRUBS,6.333333333,15.78429123,mean
957,GRANITE,10m,GRAMINOIDS,17,25.29999912,max
958,GRANITE,10m,GRAMINOIDS,17,16.28792452,mean
959,GRANITE,10m,TOTAL,15.33333333,25.59999923,max
960,GRANITE,10m,TOTAL,14.44444444,17.11881898,mean
961,GRANITE,20m,EVERGREEN SHRUBS,3.666666667,7.500000298,max
962,GRANITE,20m,EVERGREEN SHRUBS,3,2.323260443,mean
963,GRANITE,20m,GRAMINOIDS,22.5,7.500000298,max
964,GRANITE,20m,GRAMINOIDS,18.25,2.972897208,mean
965,GRANITE,20m,TOTAL,13.08333333,7.500000298,max
966,GRANITE,20m,TOTAL,10.625,2.648078826,mean
967,GRANITE,30m,DECIDUOUS SHRUBS,34.66666667,70.20000219,max
968,GRANITE,30m,DECIDUOUS SHRUBS,31.83333334,53.25793913,mean
969,GRANITE,30m,TOTAL,34.66666667,70.20000219,max
970,GRANITE,30m,TOTAL,31.83333334,53.25793913,mean
971,GRANITE,40m,DECIDUOUS SHRUBS,8.333333333,8.299999684,max
972,GRANITE,40m,DECIDUOUS SHRUBS,6.555555555,4.80555554,mean
973,GRANITE,40m,EVERGREEN SHRUBS,7,14.80000019,max
974,GRANITE,40m,EVERGREEN SHRUBS,5.375,4.647031976,mean
975,GRANITE,40m,GRAMINOIDS,19,17.80000031,max
976,GRANITE,40m,GRAMINOIDS,17.83333334,6.238509324,mean
977,GRANITE,40m,TOTAL,11.44444444,13.63333339,max
978,GRANITE,40m,TOTAL,9.921296297,5.230365613,mean
979,GRANITE,50m,EVERGREEN SHRUBS,0,7.500000298,max
980,GRANITE,50m,EVERGREEN SHRUBS,0,5.138000038,mean
981,GRANITE,50m,GRAMINOIDS,8.75,7.500000298,max
982,GRANITE,50m,GRAMINOIDS,8.75,4.878767138,mean
983,GRANITE,50m,TOTAL,4.375,7.500000298,max
984,GRANITE,50m,TOTAL,4.375,5.008383588,mean
985,GRANITE,60m,DECIDUOUS SHRUBS,13,7.400000095,max
986,GRANITE,60m,DECIDUOUS SHRUBS,9.583333334,4.719999998,mean
987,GRANITE,60m,EVERGREEN SHRUBS,8,11.59999967,max
988,GRANITE,60m,EVERGREEN SHRUBS,6.444444444,4.249668882,mean
989,GRANITE,60m,GRAMINOIDS,26,13.40000033,max
990,GRANITE,60m,GRAMINOIDS,20,4.369109959,mean
991,GRANITE,60m,TOTAL,15.66666667,10.80000003,max
992,GRANITE,60m,TOTAL,12.00925926,4.446259613,mean
993,GRANITE,70m,DECIDUOUS SHRUBS,3,19.59999949,max
994,GRANITE,70m,DECIDUOUS SHRUBS,3,13.81777786,mean
995,GRANITE,70m,EVERGREEN SHRUBS,12,16.59999937,max
996,GRANITE,70m,EVERGREEN SHRUBS,12,11.71360004,mean
997,GRANITE,70m,GRAMINOIDS,13,27.30000019,max
998,GRANITE,70m,GRAMINOIDS,13,12.35212905,mean
999,GRANITE,70m,TOTAL,7,20.52499987,max
1000,GRANITE,70m,TOTAL,7,12.99097479,mean
1001,GRANITE,80m,DECIDUOUS SHRUBS,30.66666667,37.79999912,max
1002,GRANITE,80m,DECIDUOUS SHRUBS,23.83333334,8.500990122,mean
1003,GRANITE,80m,EVERGREEN SHRUBS,9,18.00000072,max
1004,GRANITE,80m,EVERGREEN SHRUBS,9,8.556603781,mean
1005,GRANITE,80m,GRAMINOIDS,25.33333333,17.10000038,max
1006,GRANITE,80m,GRAMINOIDS,25.33333333,8.502631598,mean
1007,GRANITE,80m,TOTAL,16.25,24.45,max
1008,GRANITE,80m,TOTAL,14.54166667,7.988332239,mean
1009,GRANITE,90m,DECIDUOUS SHRUBS,5,18.09999943,max
1010,GRANITE,90m,DECIDUOUS SHRUBS,4,3.282685531,mean
1011,GRANITE,90m,EVERGREEN SHRUBS,5,19.20000017,max
1012,GRANITE,90m,EVERGREEN SHRUBS,4.5,5.139603993,mean
1013,GRANITE,90m,GRAMINOIDS,7,24.8999998,max
1014,GRANITE,90m,GRAMINOIDS,7,4.080842919,mean
1015,GRANITE,90m,TOTAL,5.666666667,20.73333313,max
1016,GRANITE,90m,TOTAL,5.166666667,4.167710814,mean
1017,GULCH,0m,DECIDUOUS SHRUBS,14,9.899999946,max
1018,GULCH,0m,DECIDUOUS SHRUBS,9.25,3.337377057,mean
1019,GULCH,0m,EVERGREEN SHRUBS,0,9.899999946,max
1020,GULCH,0m,EVERGREEN SHRUBS,0,4.630606876,mean
1021,GULCH,0m,FORBS,13,8.900000155,max
1022,GULCH,0m,FORBS,11,3.836024854,mean
1023,GULCH,0m,GRAMINOIDS,36,8.900000155,max
1024,GULCH,0m,GRAMINOIDS,25.66666667,4.334375023,mean
1025,GULCH,0m,TOTAL,15.75,9.400000051,max
1026,GULCH,0m,TOTAL,11.47916667,4.034595953,mean
1027,GULCH,10m,DECIDUOUS SHRUBS,9,18.99999976,max
1028,GULCH,10m,DECIDUOUS SHRUBS,9,11.97885118,mean
1029,GULCH,10m,EVERGREEN SHRUBS,0,16.50000066,max
1030,GULCH,10m,EVERGREEN SHRUBS,0,9.179787268,mean
1031,GULCH,10m,FORBS,12,18.99999976,max
1032,GULCH,10m,FORBS,9,10.83793816,mean
1033,GULCH,10m,GRAMINOIDS,13,17.3999995,max
1034,GULCH,10m,GRAMINOIDS,13,9.182634712,mean
1035,GULCH,10m,TOTAL,8.5,17.97499992,max
1036,GULCH,10m,TOTAL,7.75,10.29480283,mean
1037,GULCH,20m,DECIDUOUS SHRUBS,0,9.799999744,max
1038,GULCH,20m,DECIDUOUS SHRUBS,0,5.743181824,mean
1039,GULCH,20m,EVERGREEN SHRUBS,7.666666667,11.99999973,max
1040,GULCH,20m,EVERGREEN SHRUBS,7.666666667,5.423333328,mean
1041,GULCH,20m,FORBS,14,11.50000021,max
1042,GULCH,20m,FORBS,14,5.37938933,mean
1043,GULCH,20m,GRAMINOIDS,12.66666667,11.50000021,max
1044,GULCH,20m,GRAMINOIDS,12.66666667,5.929439277,mean
1045,GULCH,20m,TOTAL,8.583333334,11.19999997,max
1046,GULCH,20m,TOTAL,8.583333334,5.61883594,mean
1047,GULCH,30m,DECIDUOUS SHRUBS,8,13.30000013,max
1048,GULCH,30m,DECIDUOUS SHRUBS,7,6.791228121,mean
1049,GULCH,30m,EVERGREEN SHRUBS,5,17.4999997,max
1050,GULCH,30m,EVERGREEN SHRUBS,5,6.894692165,mean
1051,GULCH,30m,FORBS,8,13.30000013,max
1052,GULCH,30m,FORBS,8,7.571153868,mean
1053,GULCH,30m,GRAMINOIDS,9,16.40000045,max
1054,GULCH,30m,GRAMINOIDS,9,5.707142914,mean
1055,GULCH,30m,TOTAL,6,15.1000002,max
1056,GULCH,30m,TOTAL,5.8,5.87377606,mean
1057,GULCH,40m,DECIDUOUS SHRUBS,77,56.59999847,max
1058,GULCH,40m,DECIDUOUS SHRUBS,47.33333334,29.0711825,mean
1059,GULCH,40m,FORBS,0,42.50000119,max
1060,GULCH,40m,FORBS,0,19.18209604,mean
1061,GULCH,40m,GRAMINOIDS,19,39.50000107,max
1062,GULCH,40m,GRAMINOIDS,17.5,16.48125034,mean
1063,GULCH,40m,TOTAL,32,46.20000025,max
1064,GULCH,40m,TOTAL,21.61111111,21.57817629,mean
1065,GULCH,50m,DECIDUOUS SHRUBS,12,23.99999946,max
1066,GULCH,50m,DECIDUOUS SHRUBS,12,9.492380956,mean
1067,GULCH,50m,EVERGREEN SHRUBS,8,25.49999952,max
1068,GULCH,50m,EVERGREEN SHRUBS,8,14.1043796,mean
1069,GULCH,50m,FORBS,10,24.50000048,max
1070,GULCH,50m,FORBS,9,12.69391305,mean
1071,GULCH,50m,GRAMINOIDS,12,25.40000081,max
1072,GULCH,50m,GRAMINOIDS,12,11.03903422,mean
1073,GULCH,50m,TOTAL,10.5,24.85000007,max
1074,GULCH,50m,TOTAL,10.25,11.83242695,mean
1075,GULCH,60m,DECIDUOUS SHRUBS,14,9.799999744,max
1076,GULCH,60m,DECIDUOUS SHRUBS,11.66666667,5.648750031,mean
1077,GULCH,60m,EVERGREEN SHRUBS,8.666666667,15.89999944,max
1078,GULCH,60m,EVERGREEN SHRUBS,6.277777778,5.523201856,mean
1079,GULCH,60m,FORBS,0,15.39999992,max
1080,GULCH,60m,FORBS,0,6.285507251,mean
1081,GULCH,60m,GRAMINOIDS,32.33333333,16.09999985,max
1082,GULCH,60m,GRAMINOIDS,23.83333333,5.575301197,mean
1083,GULCH,60m,TOTAL,13.75,14.29999974,max
1084,GULCH,60m,TOTAL,10.44444444,5.758190084,mean
1085,GULCH,70m,DECIDUOUS SHRUBS,49.2,54.90000248,max
1086,GULCH,70m,DECIDUOUS SHRUBS,27.17777778,39.13326226,mean
1087,GULCH,70m,EVERGREEN SHRUBS,0,39.70000148,max
1088,GULCH,70m,EVERGREEN SHRUBS,0,19.88125015,mean
1089,GULCH,70m,FORBS,0,51.70000196,max
1090,GULCH,70m,FORBS,0,37.51970806,mean
1091,GULCH,70m,GRAMINOIDS,39,45.60000002,max
1092,GULCH,70m,GRAMINOIDS,33.5,32.6058823,mean
1093,GULCH,70m,TOTAL,22.05,47.97500148,max
1094,GULCH,70m,TOTAL,15.16944444,32.28502569,mean
1095,GULCH,80m,DECIDUOUS SHRUBS,4.666666667,7.19999969,max
1096,GULCH,80m,DECIDUOUS SHRUBS,3.833333334,2.935416666,mean
1097,GULCH,80m,EVERGREEN SHRUBS,5,9.499999881,max
1098,GULCH,80m,EVERGREEN SHRUBS,5,4.444587636,mean
1099,GULCH,80m,FORBS,13.5,8.399999887,max
1100,GULCH,80m,FORBS,10.5,3.431932782,mean
1101,GULCH,80m,GRAMINOIDS,12.66666667,8.399999887,max
1102,GULCH,80m,GRAMINOIDS,12.66666667,2.561290319,mean
1103,GULCH,80m,TOTAL,8.958333334,8.374999836,max
1104,GULCH,80m,TOTAL,8.000000001,3.343306851,mean
1105,GULCH,90m,DECIDUOUS SHRUBS,18.66666667,14.30000067,max
1106,GULCH,90m,DECIDUOUS SHRUBS,11.55555556,7.713729138,mean
1107,GULCH,90m,EVERGREEN SHRUBS,9,14.00000006,max
1108,GULCH,90m,EVERGREEN SHRUBS,9,7.03954804,mean
1109,GULCH,90m,TOTAL,13.83333334,14.15000036,max
1110,GULCH,90m,TOTAL,10.27777778,7.376638589,mean
1111,KINGSOLOMON,0m,DECIDUOUS SHRUBS,12.66666667,17.4999997,max
1112,KINGSOLOMON,0m,DECIDUOUS SHRUBS,7.833333335,10.1097873,mean
1113,KINGSOLOMON,0m,EVERGREEN SHRUBS,5.666666667,15.99999964,max
1114,KINGSOLOMON,0m,EVERGREEN SHRUBS,5.666666667,6.86846155,mean
1115,KINGSOLOMON,0m,FORBS,0,9.499999881,max
1116,KINGSOLOMON,0m,FORBS,0,7.34878047,mean
1117,KINGSOLOMON,0m,LICHENS,3,12.70000041,max
1118,KINGSOLOMON,0m,LICHENS,2.291666667,6.796842119,mean
1119,KINGSOLOMON,0m,TOTAL,4.266666667,13.65999997,max
1120,KINGSOLOMON,0m,TOTAL,3.158333334,7.967501574,mean
1121,KINGSOLOMON,10m,DECIDUOUS SHRUBS,25.33333333,21.50000036,max
1122,KINGSOLOMON,10m,DECIDUOUS SHRUBS,11.66666667,10.45920684,mean
1123,KINGSOLOMON,10m,EVERGREEN SHRUBS,3,24.69999939,max
1124,KINGSOLOMON,10m,EVERGREEN SHRUBS,3,9.017167372,mean
1125,KINGSOLOMON,10m,FORBS,0,11.99999973,max
1126,KINGSOLOMON,10m,FORBS,0,9.974999987,mean
1127,KINGSOLOMON,10m,LICHENS,2.333333333,13.60000074,max
1128,KINGSOLOMON,10m,LICHENS,1.444444444,8.159090921,mean
1129,KINGSOLOMON,10m,TOTAL,6.133333333,19.50000003,max
1130,KINGSOLOMON,10m,TOTAL,3.222222222,10.26843786,mean
1131,KINGSOLOMON,20m,DECIDUOUS SHRUBS,32.66666667,24.40000027,max
1132,KINGSOLOMON,20m,DECIDUOUS SHRUBS,18.33333334,9.805325479,mean
1133,KINGSOLOMON,20m,EVERGREEN SHRUBS,2.666666667,19.9000001,max
1134,KINGSOLOMON,20m,EVERGREEN SHRUBS,2.666666667,9.652631588,mean
1135,KINGSOLOMON,20m,LICHENS,5.333333333,15.39999992,max
1136,KINGSOLOMON,20m,LICHENS,3,9.720000066,mean
1137,KINGSOLOMON,20m,TOTAL,10.16666667,21.47499993,max
1138,KINGSOLOMON,20m,TOTAL,6,10.54593856,mean
1139,KINGSOLOMON,30m,DECIDUOUS SHRUBS,27.33333333,24.09999967,max
1140,KINGSOLOMON,30m,DECIDUOUS SHRUBS,27.33333333,13.01639345,mean
1141,KINGSOLOMON,30m,EVERGREEN SHRUBS,0,20.99999934,max
1142,KINGSOLOMON,30m,EVERGREEN SHRUBS,0,11.04000006,mean
1143,KINGSOLOMON,30m,LICHENS,7,21.29999995,max
1144,KINGSOLOMON,30m,LICHENS,5.291666667,7.542105274,mean
1145,KINGSOLOMON,30m,TOTAL,8.583333333,22.44999968,max
1146,KINGSOLOMON,30m,TOTAL,8.156249999,11.07477005,mean
1147,KINGSOLOMON,40m,DECIDUOUS SHRUBS,4,8.200000226,max
1148,KINGSOLOMON,40m,DECIDUOUS SHRUBS,4,3.228076941,mean
1149,KINGSOLOMON,40m,EVERGREEN SHRUBS,0,7.00000003,max
1150,KINGSOLOMON,40m,EVERGREEN SHRUBS,0,3.051476806,mean
1151,KINGSOLOMON,40m,FORBS,6.333333333,8.200000226,max
1152,KINGSOLOMON,40m,FORBS,6.333333333,4.312244904,mean
1153,KINGSOLOMON,40m,GRAMINOIDS,13,5.299999937,max
1154,KINGSOLOMON,40m,GRAMINOIDS,11,3.749999985,mean
1155,KINGSOLOMON,40m,LICHENS,2.333333333,7.599999756,max
1156,KINGSOLOMON,40m,LICHENS,2.166666667,3.831460666,mean
1157,KINGSOLOMON,40m,TOTAL,4.277777778,7.133333323,max
1158,KINGSOLOMON,40m,TOTAL,3.916666667,3.620053014,mean
1159,KINGSOLOMON,50m,DECIDUOUS SHRUBS,8,9.399999678,max
1160,KINGSOLOMON,50m,DECIDUOUS SHRUBS,5.333333334,5.710810811,mean
1161,KINGSOLOMON,50m,EVERGREEN SHRUBS,4.333333333,9.000000358,max
1162,KINGSOLOMON,50m,EVERGREEN SHRUBS,4.333333333,3.673722637,mean
1163,KINGSOLOMON,50m,FORBS,0,7.500000298,max
1164,KINGSOLOMON,50m,FORBS,0,5.903571372,mean
1165,KINGSOLOMON,50m,TOTAL,4.111111111,8.633333445,max
1166,KINGSOLOMON,50m,TOTAL,3.222222222,5.09603494,mean
1167,KINGSOLOMON,60m,DECIDUOUS SHRUBS,14.66666667,11.40000001,max
1168,KINGSOLOMON,60m,DECIDUOUS SHRUBS,9.222222223,5.982186255,mean
1169,KINGSOLOMON,60m,EVERGREEN SHRUBS,5.666666667,10.80000028,max
1170,KINGSOLOMON,60m,EVERGREEN SHRUBS,5.666666667,4.861157056,mean
1171,KINGSOLOMON,60m,FORBS,0,8.200000226,max
1172,KINGSOLOMON,60m,FORBS,0,5.961538485,mean
1173,KINGSOLOMON,60m,TOTAL,5.083333334,10.20000018,max
1174,KINGSOLOMON,60m,TOTAL,3.722222223,5.750462879,mean
1175,KINGSOLOMON,70m,DECIDUOUS SHRUBS,18.33333333,11.833933,max
1176,KINGSOLOMON,70m,DECIDUOUS SHRUBS,11.66666667,4.236968899,mean
1177,KINGSOLOMON,70m,EVERGREEN SHRUBS,3.666666667,10.44073328,max
1178,KINGSOLOMON,70m,EVERGREEN SHRUBS,3.666666667,3.356099069,mean
1179,KINGSOLOMON,70m,FORBS,0,11.78622246,max
1180,KINGSOLOMON,70m,FORBS,0,3.877935072,mean
1181,KINGSOLOMON,70m,LICHENS,5,10.06859988,max
1182,KINGSOLOMON,70m,LICHENS,4,4.471386814,mean
1183,KINGSOLOMON,70m,TOTAL,5.399999999,10.58844432,max
1184,KINGSOLOMON,70m,TOTAL,3.866666666,3.469764283,mean
1185,KINGSOLOMON,80m,DECIDUOUS SHRUBS,23,23.70000035,max
1186,KINGSOLOMON,80m,DECIDUOUS SHRUBS,23,15.67232373,mean
1187,KINGSOLOMON,80m,EVERGREEN SHRUBS,7.333333333,23.70000035,max
1188,KINGSOLOMON,80m,EVERGREEN SHRUBS,6,13.42842474,mean
1189,KINGSOLOMON,80m,TOTAL,10.11111111,23.06666672,max
1190,KINGSOLOMON,80m,TOTAL,9.666666667,14.98904005,mean
1191,KINGSOLOMON,90m,DECIDUOUS SHRUBS,32,15.60000032,max
1192,KINGSOLOMON,90m,DECIDUOUS SHRUBS,32,7.936196358,mean
1193,KINGSOLOMON,90m,EVERGREEN SHRUBS,9,15.60000032,max
1194,KINGSOLOMON,90m,EVERGREEN SHRUBS,9,7.19375003,mean
1195,KINGSOLOMON,90m,LICHENS,3,11.2999998,max
1196,KINGSOLOMON,90m,LICHENS,2.833333334,6.367567584,mean
1197,KINGSOLOMON,90m,TOTAL,8.8,13.10000017,max
1198,KINGSOLOMON,90m,TOTAL,8.766666667,6.357758907,mean
1199,LOWERQUARRY,0m,DECIDUOUS SHRUBS,8.333333333,7.599999756,max
1200,LOWERQUARRY,0m,DECIDUOUS SHRUBS,4.266666667,2.787547182,mean
1201,LOWERQUARRY,0m,EVERGREEN SHRUBS,5.666666667,7.599999756,max
1202,LOWERQUARRY,0m,EVERGREEN SHRUBS,5.666666667,3.072950834,mean
1203,LOWERQUARRY,0m,FORBS,13.5,6.599999964,max
1204,LOWERQUARRY,0m,FORBS,11.75,2.375000025,mean
1205,LOWERQUARRY,0m,GRAMINOIDS,17,7.100000232,max
1206,LOWERQUARRY,0m,GRAMINOIDS,14.5,2.783461538,mean
1207,LOWERQUARRY,0m,TOTAL,11.125,7.224999927,max
1208,LOWERQUARRY,0m,TOTAL,9.045833333,2.754739895,mean
1209,LOWERQUARRY,10m,EVERGREEN SHRUBS,3.333333333,6.199999899,max
1210,LOWERQUARRY,10m,EVERGREEN SHRUBS,2.166666667,2.374626874,mean
1211,LOWERQUARRY,10m,GRAMINOIDS,23.66666667,8.399999887,max
1212,LOWERQUARRY,10m,GRAMINOIDS,16.33333334,3.862903247,mean
1213,LOWERQUARRY,10m,LICHENS,2,5.200000107,max
1214,LOWERQUARRY,10m,LICHENS,1.5,2.657894771,mean
1215,LOWERQUARRY,10m,TOTAL,7.250000001,6.949999928,max
1216,LOWERQUARRY,10m,TOTAL,5,2.93992765,mean
1217,LOWERQUARRY,20m,DECIDUOUS SHRUBS,7.333333333,11.10000014,max
1218,LOWERQUARRY,20m,DECIDUOUS SHRUBS,3.375,4.991588786,mean
1219,LOWERQUARRY,20m,EVERGREEN SHRUBS,4,11.10000014,max
1220,LOWERQUARRY,20m,EVERGREEN SHRUBS,3.75,4.322857179,mean
1221,LOWERQUARRY,20m,FORBS,9.333333333,10.49999967,max
1222,LOWERQUARRY,20m,FORBS,5.722222222,5.857692311,mean
1223,LOWERQUARRY,20m,GRAMINOIDS,19.33333333,11.69999987,max
1224,LOWERQUARRY,20m,GRAMINOIDS,11.77777778,6.073253037,mean
1225,LOWERQUARRY,20m,TOTAL,9.999999999,11.09999996,max
1226,LOWERQUARRY,20m,TOTAL,6.15625,5.311347828,mean
1227,LOWERQUARRY,30m,DECIDUOUS SHRUBS,12,4.500000179,max
1228,LOWERQUARRY,30m,DECIDUOUS SHRUBS,7.222222222,1.837500029,mean
1229,LOWERQUARRY,30m,EVERGREEN SHRUBS,2,6.100000069,max
1230,LOWERQUARRY,30m,EVERGREEN SHRUBS,1.833333334,1.930434778,mean
1231,LOWERQUARRY,30m,GRAMINOIDS,19,6.100000069,max
1232,LOWERQUARRY,30m,GRAMINOIDS,12,2.479098368,mean
1233,LOWERQUARRY,30m,LICHENS,1.666666667,4.199999943,max
1234,LOWERQUARRY,30m,LICHENS,1.2,2.509523783,mean
1235,LOWERQUARRY,30m,TOTAL,6.933333333,5.060000047,max
1236,LOWERQUARRY,30m,TOTAL,4.451111111,1.957168536,mean
1237,LOWERQUARRY,40m,DECIDUOUS SHRUBS,10,11.59999967,max
1238,LOWERQUARRY,40m,DECIDUOUS SHRUBS,6.222222222,4.418446613,mean
1239,LOWERQUARRY,40m,EVERGREEN SHRUBS,3.666666667,9.899999946,max
1240,LOWERQUARRY,40m,EVERGREEN SHRUBS,2.888888889,2.794545475,mean
1241,LOWERQUARRY,40m,FORBS,4.666666667,11.59999967,max
1242,LOWERQUARRY,40m,FORBS,4.666666667,5.511428645,mean
1243,LOWERQUARRY,40m,GRAMINOIDS,19.33333333,11.59999967,max
1244,LOWERQUARRY,40m,GRAMINOIDS,17.83333333,3.337053578,mean
1245,LOWERQUARRY,40m,TOTAL,9.416666666,11.17499974,max
1246,LOWERQUARRY,40m,TOTAL,7.902777777,4.015368577,mean
1247,LOWERQUARRY,50m,EVERGREEN SHRUBS,5.666666667,7.800000161,max
1248,LOWERQUARRY,50m,EVERGREEN SHRUBS,4.666666667,2.04416667,mean
1249,LOWERQUARRY,50m,GRAMINOIDS,19.66666667,8.399999887,max
1250,LOWERQUARRY,50m,GRAMINOIDS,19.66666667,3.967474759,mean
1251,LOWERQUARRY,50m,TOTAL,12.66666667,8.100000024,max
1252,LOWERQUARRY,50m,TOTAL,12.16666667,3.005820714,mean
1253,LOWERQUARRY,60m,DECIDUOUS SHRUBS,8.666666667,10.89999974,max
1254,LOWERQUARRY,60m,DECIDUOUS SHRUBS,4.777777778,3.858653873,mean
1255,LOWERQUARRY,60m,EVERGREEN SHRUBS,4.333333333,9.000000358,max
1256,LOWERQUARRY,60m,EVERGREEN SHRUBS,3,2.16991152,mean
1257,LOWERQUARRY,60m,FORBS,8.666666667,8.600000292,max
1258,LOWERQUARRY,60m,FORBS,6.444444445,5.800000042,mean
1259,LOWERQUARRY,60m,GRAMINOIDS,12.33333333,9.000000358,max
1260,LOWERQUARRY,60m,GRAMINOIDS,11.83333333,3.596478894,mean
1261,LOWERQUARRY,60m,LICHENS,2,5.40000014,max
1262,LOWERQUARRY,60m,LICHENS,1.523809524,2.17387389,mean
1263,LOWERQUARRY,60m,TOTAL,7.199999999,8.580000177,max
1264,LOWERQUARRY,60m,TOTAL,5.515873015,3.519783644,mean
1265,LOWERQUARRY,70m,DECIDUOUS SHRUBS,9.666666667,34.49999988,max
1266,LOWERQUARRY,70m,DECIDUOUS SHRUBS,7.666666667,10.98285712,mean
1267,LOWERQUARRY,70m,EVERGREEN SHRUBS,4.666666667,10.10000035,max
1268,LOWERQUARRY,70m,EVERGREEN SHRUBS,3.333333334,2.882608701,mean
1269,LOWERQUARRY,70m,FORBS,7,28.40000093,max
1270,LOWERQUARRY,70m,FORBS,7,7.96063832,mean
1271,LOWERQUARRY,70m,GRAMINOIDS,26.66666667,15.0000006,max
1272,LOWERQUARRY,70m,GRAMINOIDS,18.16666667,5.14081079,mean
1273,LOWERQUARRY,70m,LICHENS,2,13.50000054,max
1274,LOWERQUARRY,70m,LICHENS,1.611111111,5.325714307,mean
1275,LOWERQUARRY,70m,TOTAL,8.333333334,17.86666705,max
1276,LOWERQUARRY,70m,TOTAL,6.296296297,5.733386926,mean
1277,LOWERQUARRY,80m,DECIDUOUS SHRUBS,12.66666667,6.300000101,max
1278,LOWERQUARRY,80m,DECIDUOUS SHRUBS,10.88888889,2.654000005,mean
1279,LOWERQUARRY,80m,EVERGREEN SHRUBS,7.666666667,7.400000095,max
1280,LOWERQUARRY,80m,EVERGREEN SHRUBS,7.666666667,2.364179114,mean
1281,LOWERQUARRY,80m,FORBS,7.333333333,6.499999762,max
1282,LOWERQUARRY,80m,FORBS,7.333333333,3.97887325,mean
1283,LOWERQUARRY,80m,GRAMINOIDS,18.66666667,6.300000101,max
1284,LOWERQUARRY,80m,GRAMINOIDS,18.66666667,3.022857162,mean
1285,LOWERQUARRY,80m,LICHENS,3.666666667,5.700000003,max
1286,LOWERQUARRY,80m,LICHENS,2.277777778,1.786956529,mean
1287,LOWERQUARRY,80m,TOTAL,10,6.440000013,max
1288,LOWERQUARRY,80m,TOTAL,9.366666668,2.761373212,mean
1289,LOWERQUARRY,90m,DECIDUOUS SHRUBS,12,11.20000035,max
1290,LOWERQUARRY,90m,DECIDUOUS SHRUBS,12,4.618750004,mean
1291,LOWERQUARRY,90m,EVERGREEN SHRUBS,6.333333333,9.000000358,max
1292,LOWERQUARRY,90m,EVERGREEN SHRUBS,4.833333333,3.532653053,mean
