site_code,quadrat_num,PFT,summaryType,height
STONE01,60m,LICHENS,mean,0.033789474
STONE01,60m,NON VEGETATED,max,0.050000001
STONE01,60m,NON VEGETATED,mean,0.027473684
STONE01,60m,TREES,max,0.077
STONE01,60m,TREES,mean,0.029370968
STONE01,70m,BRYOPHYTES,max,0.072999999
STONE01,70m,BRYOPHYTES,mean,0.022052632
STONE01,70m,DECIDUOUS SHRUBS,max,0.077
STONE01,70m,DECIDUOUS SHRUBS,mean,0.0434875
STONE01,70m,EVERGREEN SHRUBS,max,0.101000004
STONE01,70m,EVERGREEN SHRUBS,mean,0.034991379
STONE01,70m,FORBS,max,0.052000001
STONE01,70m,FORBS,mean,0.0404
STONE01,70m,GRAMINOIDS,max,0.071999997
STONE01,70m,GRAMINOIDS,mean,0.034474403
STONE01,70m,LICHENS,max,0.068000004
STONE01,70m,LICHENS,mean,0.028492958
STONE01,70m,NON VEGETATED,max,0.068000004
STONE01,70m,NON VEGETATED,mean,0.0223
STONE01,70m,TREES,max,0.057999998
STONE01,70m,TREES,mean,0.0402
STONE01,80m,BRYOPHYTES,max,0.050000001
STONE01,80m,BRYOPHYTES,mean,0.019518519
STONE01,80m,DECIDUOUS SHRUBS,max,0.068000004
STONE01,80m,DECIDUOUS SHRUBS,mean,0.040912863
STONE01,80m,EVERGREEN SHRUBS,max,0.064000003
STONE01,80m,EVERGREEN SHRUBS,mean,0.029191235
STONE01,80m,GRAMINOIDS,max,0.057
STONE01,80m,GRAMINOIDS,mean,0.027632653
STONE01,80m,LICHENS,max,0.059999999
STONE01,80m,LICHENS,mean,0.030137931
STONE01,80m,NON VEGETATED,max,0.030999999
STONE01,80m,NON VEGETATED,mean,0.010357143
STONE01,80m,TREES,max,0.077
STONE01,80m,TREES,mean,0.041441559
STONE01,90m,BRYOPHYTES,max,0.050000001
STONE01,90m,BRYOPHYTES,mean,0.011076923
STONE01,90m,DECIDUOUS SHRUBS,max,0.050844446
STONE01,90m,DECIDUOUS SHRUBS,mean,0.021228059
STONE01,90m,EVERGREEN SHRUBS,max,0.071999997
STONE01,90m,EVERGREEN SHRUBS,mean,0.017049603
STONE01,90m,GRAMINOIDS,max,0.050000001
STONE01,90m,GRAMINOIDS,mean,0.014150912
STONE01,90m,LICHENS,max,0.037999999
STONE01,90m,LICHENS,mean,0.01475
STONE01,90m,NON VEGETATED,max,0.057999998
STONE01,90m,NON VEGETATED,mean,0.018449275
STONE01,90m,TREES,max,0.057999998
STONE01,90m,TREES,mean,0.024693423
STONE02,0m,BRYOPHYTES,max,0.082999997
STONE02,0m,BRYOPHYTES,mean,0.018318182
STONE02,0m,DECIDUOUS SHRUBS,max,0.096000001
STONE02,0m,DECIDUOUS SHRUBS,mean,0.055180953
STONE02,0m,EVERGREEN SHRUBS,max,0.096000001
STONE02,0m,EVERGREEN SHRUBS,mean,0.042695652
STONE02,0m,FORBS,max,0.081
STONE02,0m,FORBS,mean,0.079500001
STONE02,0m,GRAMINOIDS,max,0.037999999
STONE02,0m,GRAMINOIDS,mean,0.018
STONE02,0m,NON VEGETATED,max,0.005
STONE02,0m,NON VEGETATED,mean,0.005
STONE02,0m,TREES,max,0.046999998
STONE02,0m,TREES,mean,0.0338
STONE02,10m,BRYOPHYTES,max,0.101999998
STONE02,10m,BRYOPHYTES,mean,0.031009174
STONE02,10m,DECIDUOUS SHRUBS,max,0.126000002
STONE02,10m,DECIDUOUS SHRUBS,mean,0.07516092
STONE02,10m,EVERGREEN SHRUBS,max,0.107000001
STONE02,10m,EVERGREEN SHRUBS,mean,0.054823233
STONE02,10m,FORBS,max,0.067000002
STONE02,10m,FORBS,mean,0.061000001
STONE02,10m,GRAMINOIDS,max,0.093000002
STONE02,10m,GRAMINOIDS,mean,0.0391
STONE02,10m,NON VEGETATED,max,0.074000001
STONE02,10m,NON VEGETATED,mean,0.011885714
STONE02,10m,TREES,max,0.116999999
STONE02,10m,TREES,mean,0.100399999
STONE02,20m,BRYOPHYTES,max,0.083999999
STONE02,20m,BRYOPHYTES,mean,0.03554717
STONE02,20m,DECIDUOUS SHRUBS,max,0.145999998
STONE02,20m,DECIDUOUS SHRUBS,mean,0.06957767
STONE02,20m,EVERGREEN SHRUBS,max,0.144999996
STONE02,20m,EVERGREEN SHRUBS,mean,0.056697096
STONE02,20m,FORBS,max,0.043000001
STONE02,20m,FORBS,mean,0.043000001
STONE02,20m,GRAMINOIDS,max,0.104000002
STONE02,20m,GRAMINOIDS,mean,0.052367816
STONE02,20m,NON VEGETATED,max,0.045000002
STONE02,20m,NON VEGETATED,mean,0.008923077
STONE02,20m,TREES,max,0.116999999
STONE02,20m,TREES,mean,0.065777777
STONE02,30m,BRYOPHYTES,max,0.217999995
STONE02,30m,BRYOPHYTES,mean,0.035267442
STONE02,30m,DECIDUOUS SHRUBS,max,0.247999996
STONE02,30m,DECIDUOUS SHRUBS,mean,0.103088106
STONE02,30m,EVERGREEN SHRUBS,max,0.291999996
STONE02,30m,EVERGREEN SHRUBS,mean,0.062597222
STONE02,30m,GRAMINOIDS,max,0.108000003
STONE02,30m,GRAMINOIDS,mean,0.043260869
STONE02,30m,NON VEGETATED,max,0.130999997
STONE02,30m,NON VEGETATED,mean,0.090999998
STONE02,30m,TREES,max,0.291999996
STONE02,30m,TREES,mean,0.123914894
STONE02,40m,BRYOPHYTES,max,0.149000004
STONE02,40m,BRYOPHYTES,mean,0.024012422
STONE02,40m,DECIDUOUS SHRUBS,max,0.216000006
STONE02,40m,DECIDUOUS SHRUBS,mean,0.100854167
STONE02,40m,EVERGREEN SHRUBS,max,0.225999996
STONE02,40m,EVERGREEN SHRUBS,mean,0.06616185
STONE02,40m,GRAMINOIDS,max,0.125
STONE02,40m,GRAMINOIDS,mean,0.057070176
STONE02,40m,NON VEGETATED,max,0.046999998
STONE02,40m,NON VEGETATED,mean,0.013222222
STONE02,40m,TREES,max,0.239999995
STONE02,40m,TREES,mean,0.150656251
STONE02,50m,BRYOPHYTES,max,0.078000002
STONE02,50m,BRYOPHYTES,mean,0.014649718
STONE02,50m,DECIDUOUS SHRUBS,max,0.082000002
STONE02,50m,DECIDUOUS SHRUBS,mean,0.047076924
STONE02,50m,EVERGREEN SHRUBS,max,0.085000001
STONE02,50m,EVERGREEN SHRUBS,mean,0.024305882
STONE02,50m,GRAMINOIDS,max,0.105999999
STONE02,50m,GRAMINOIDS,mean,0.024105505
STONE02,50m,NON VEGETATED,max,0.071999997
STONE02,50m,NON VEGETATED,mean,0.015608247
STONE02,50m,TREES,max,0.105999999
STONE02,50m,TREES,mean,0.0416875
STONE02,60m,BRYOPHYTES,max,0.061000001
STONE02,60m,BRYOPHYTES,mean,0.024425
STONE02,60m,DECIDUOUS SHRUBS,max,0.072999999
STONE02,60m,DECIDUOUS SHRUBS,mean,0.032262048
STONE02,60m,EVERGREEN SHRUBS,max,0.064999998
STONE02,60m,EVERGREEN SHRUBS,mean,0.033195312
STONE02,60m,FORBS,max,0.072999999
STONE02,60m,FORBS,mean,0.072999999
STONE02,60m,GRAMINOIDS,max,0.081
STONE02,60m,GRAMINOIDS,mean,0.036783333
STONE02,60m,NON VEGETATED,max,0.081
STONE02,60m,NON VEGETATED,mean,0.024488889
STONE02,60m,TREES,max,0.072999999
STONE02,60m,TREES,mean,0.03768421
STONE02,70m,BRYOPHYTES,max,0.048999999
STONE02,70m,BRYOPHYTES,mean,0.023740741
STONE02,70m,DECIDUOUS SHRUBS,max,0.096000001
STONE02,70m,DECIDUOUS SHRUBS,mean,0.058681818
STONE02,70m,EVERGREEN SHRUBS,max,0.083999999
STONE02,70m,EVERGREEN SHRUBS,mean,0.046292553
STONE02,70m,GRAMINOIDS,max,0.096000001
STONE02,70m,GRAMINOIDS,mean,0.039208469
STONE02,70m,LICHENS,max,0.01
STONE02,70m,LICHENS,mean,0.006
STONE02,70m,NON VEGETATED,max,0.071000002
STONE02,70m,NON VEGETATED,mean,0.012630435
STONE02,70m,TREES,max,0.083999999
STONE02,70m,TREES,mean,0.040580645
STONE02,80m,BRYOPHYTES,max,0.131999999
STONE02,80m,BRYOPHYTES,mean,0.016289474
STONE02,80m,DECIDUOUS SHRUBS,max,0.169
STONE02,80m,DECIDUOUS SHRUBS,mean,0.060698113
STONE02,80m,EVERGREEN SHRUBS,max,0.120999999
STONE02,80m,EVERGREEN SHRUBS,mean,0.0353125
STONE02,80m,FORBS,max,0.001
STONE02,80m,FORBS,mean,0.001
STONE02,80m,GRAMINOIDS,max,0.169
STONE02,80m,GRAMINOIDS,mean,0.0652
STONE02,80m,NON VEGETATED,max,0.032000002
STONE02,80m,NON VEGETATED,mean,0.016000001
STONE02,80m,TREES,max,0.165000007
STONE02,80m,TREES,mean,0.076516129
STONE02,90m,BRYOPHYTES,max,0.112999998
STONE02,90m,BRYOPHYTES,mean,0.029533898
STONE02,90m,DECIDUOUS SHRUBS,max,0.130999997
STONE02,90m,DECIDUOUS SHRUBS,mean,0.056721428
STONE02,90m,EVERGREEN SHRUBS,max,0.105999999
STONE02,90m,EVERGREEN SHRUBS,mean,0.048898734
STONE02,90m,GRAMINOIDS,max,0.101999998
STONE02,90m,GRAMINOIDS,mean,0.046478261
STONE02,90m,LICHENS,max,0.048999999
STONE02,90m,LICHENS,mean,0.048999999
STONE02,90m,NON VEGETATED,max,0.130999997
STONE02,90m,NON VEGETATED,mean,0.019680272
STONE02,90m,TREES,max,0.101999998
STONE02,90m,TREES,mean,0.054377778
SWEDE,0m,BRYOPHYTES,max,0.018999999
SWEDE,0m,BRYOPHYTES,mean,0.018999999
SWEDE,0m,DECIDUOUS SHRUBS,max,0.093999997
SWEDE,0m,DECIDUOUS SHRUBS,mean,0.064284483
SWEDE,0m,EVERGREEN SHRUBS,max,0.100000001
SWEDE,0m,EVERGREEN SHRUBS,mean,0.044929167
SWEDE,0m,FORBS,max,0.071000002
SWEDE,0m,FORBS,mean,0.037769231
SWEDE,0m,GRAMINOIDS,max,0.083999999
SWEDE,0m,GRAMINOIDS,mean,0.036099448
SWEDE,0m,LICHENS,max,0.048
SWEDE,0m,LICHENS,mean,0.028904762
SWEDE,0m,NON VEGETATED,max,0.023
SWEDE,0m,NON VEGETATED,mean,0.016
SWEDE,10m,BRYOPHYTES,max,0.025
SWEDE,10m,BRYOPHYTES,mean,0.0102
SWEDE,10m,DECIDUOUS SHRUBS,max,0.234999999
SWEDE,10m,DECIDUOUS SHRUBS,mean,0.127121019
SWEDE,10m,EVERGREEN SHRUBS,max,0.225999996
SWEDE,10m,EVERGREEN SHRUBS,mean,0.089950538
SWEDE,10m,FORBS,max,0.137999997
SWEDE,10m,FORBS,mean,0.056076923
SWEDE,10m,GRAMINOIDS,max,0.228
SWEDE,10m,GRAMINOIDS,mean,0.121951515
SWEDE,10m,LICHENS,max,0.194000006
SWEDE,10m,LICHENS,mean,0.0757
SWEDE,20m,BRYOPHYTES,max,0.077
SWEDE,20m,BRYOPHYTES,mean,0.014391304
SWEDE,20m,DECIDUOUS SHRUBS,max,0.067000002
SWEDE,20m,DECIDUOUS SHRUBS,mean,0.027461622
SWEDE,20m,EVERGREEN SHRUBS,max,0.093999997
SWEDE,20m,EVERGREEN SHRUBS,mean,0.037564454
SWEDE,20m,FORBS,max,0.086000003
SWEDE,20m,FORBS,mean,0.038619108
SWEDE,20m,GRAMINOIDS,max,0.097999997
SWEDE,20m,GRAMINOIDS,mean,0.050973505
SWEDE,20m,LICHENS,max,0.101999998
SWEDE,20m,LICHENS,mean,0.027913424
SWEDE,20m,NON VEGETATED,max,0.158000007
SWEDE,20m,NON VEGETATED,mean,0.047766667
SWEDE,30m,BRYOPHYTES,max,0.179000005
SWEDE,30m,BRYOPHYTES,mean,0.041852941
SWEDE,30m,DECIDUOUS SHRUBS,max,0.153999999
SWEDE,30m,DECIDUOUS SHRUBS,mean,0.0887
SWEDE,30m,EVERGREEN SHRUBS,max,0.159999996
SWEDE,30m,EVERGREEN SHRUBS,mean,0.07431
SWEDE,30m,FORBS,max,0.143999994
SWEDE,30m,FORBS,mean,0.050126761
SWEDE,30m,GRAMINOIDS,max,0.164000005
SWEDE,30m,GRAMINOIDS,mean,0.088568182
SWEDE,30m,LICHENS,max,0.142000005
SWEDE,30m,LICHENS,mean,0.045377193
SWEDE,30m,NON VEGETATED,max,0.130999997
SWEDE,30m,NON VEGETATED,mean,0.070799999
SWEDE,40m,DECIDUOUS SHRUBS,max,0.354000002
SWEDE,40m,DECIDUOUS SHRUBS,mean,0.142927084
SWEDE,40m,EVERGREEN SHRUBS,max,0.368000001
SWEDE,40m,EVERGREEN SHRUBS,mean,0.130668751
SWEDE,40m,FORBS,max,0.133000001
SWEDE,40m,FORBS,mean,0.063941177
SWEDE,40m,GRAMINOIDS,max,0.368000001
SWEDE,40m,GRAMINOIDS,mean,0.222464287
SWEDE,40m,LICHENS,max,0
SWEDE,40m,LICHENS,mean,0
SWEDE,40m,NON VEGETATED,max,0.31099999
SWEDE,40m,NON VEGETATED,mean,0.196
SWEDE,50m,BRYOPHYTES,max,0.093000002
SWEDE,50m,BRYOPHYTES,mean,0.056750001
SWEDE,50m,DECIDUOUS SHRUBS,max,0.27700001
SWEDE,50m,DECIDUOUS SHRUBS,mean,0.130771654
SWEDE,50m,EVERGREEN SHRUBS,max,0.328000009
SWEDE,50m,EVERGREEN SHRUBS,mean,0.058547945
SWEDE,50m,FORBS,max,0.303000003
SWEDE,50m,FORBS,mean,0.049372549
SWEDE,50m,GRAMINOIDS,max,0.112999998
SWEDE,50m,GRAMINOIDS,mean,0.030601563
SWEDE,50m,LICHENS,max,0.328000009
SWEDE,50m,LICHENS,mean,0.239818184
SWEDE,50m,NON VEGETATED,max,0.347000003
SWEDE,50m,NON VEGETATED,mean,0.089133334
SWEDE,60m,BRYOPHYTES,max,0.075000003
SWEDE,60m,BRYOPHYTES,mean,0.017894737
SWEDE,60m,DECIDUOUS SHRUBS,max,0.224000007
SWEDE,60m,DECIDUOUS SHRUBS,mean,0.14015951
SWEDE,60m,EVERGREEN SHRUBS,max,0.228
SWEDE,60m,EVERGREEN SHRUBS,mean,0.070704403
SWEDE,60m,FORBS,max,0.191
SWEDE,60m,FORBS,mean,0.061285715
SWEDE,60m,GRAMINOIDS,max,0.209999993
SWEDE,60m,GRAMINOIDS,mean,0.071155844
SWEDE,60m,LICHENS,max,0.209999993
SWEDE,60m,LICHENS,mean,0.133299999
SWEDE,60m,NON VEGETATED,max,0.133000001
SWEDE,60m,NON VEGETATED,mean,0.0902
SWEDE,70m,BRYOPHYTES,max,0.289999992
SWEDE,70m,BRYOPHYTES,mean,0.036838983
SWEDE,70m,DECIDUOUS SHRUBS,max,0.296999991
SWEDE,70m,DECIDUOUS SHRUBS,mean,0.218978947
SWEDE,70m,EVERGREEN SHRUBS,max,0.388999999
SWEDE,70m,EVERGREEN SHRUBS,mean,0.112321782
SWEDE,70m,FORBS,max,0.379999995
SWEDE,70m,FORBS,mean,0.111393063
SWEDE,70m,GRAMINOIDS,max,0.388999999
SWEDE,70m,GRAMINOIDS,mean,0.077273859
SWEDE,70m,LICHENS,max,0.289999992
SWEDE,70m,LICHENS,mean,0.166499997
SWEDE,80m,BRYOPHYTES,max,0.107000001
SWEDE,80m,BRYOPHYTES,mean,0.043057143
SWEDE,80m,DECIDUOUS SHRUBS,max,0.138999999
SWEDE,80m,DECIDUOUS SHRUBS,mean,0.090044944
SWEDE,80m,EVERGREEN SHRUBS,max,0.148000002
SWEDE,80m,EVERGREEN SHRUBS,mean,0.078653968
SWEDE,80m,FORBS,max,0.143000007
SWEDE,80m,FORBS,mean,0.072605769
SWEDE,80m,GRAMINOIDS,max,0.148000002
SWEDE,80m,GRAMINOIDS,mean,0.082438272
SWEDE,80m,LICHENS,max,0.105999999
SWEDE,80m,LICHENS,mean,0.063384615
SWEDE,80m,NON VEGETATED,max,0.107000001
SWEDE,80m,NON VEGETATED,mean,0.059666667
SWEDE,90m,BRYOPHYTES,max,0.096000001
SWEDE,90m,BRYOPHYTES,mean,0.017656716
SWEDE,90m,DECIDUOUS SHRUBS,max,0.232999995
SWEDE,90m,DECIDUOUS SHRUBS,mean,0.077911291
SWEDE,90m,EVERGREEN SHRUBS,max,0.233999997
SWEDE,90m,EVERGREEN SHRUBS,mean,0.0862
SWEDE,90m,FORBS,max,0.231000006
SWEDE,90m,FORBS,mean,0.069151944
SWEDE,90m,GRAMINOIDS,max,0.204999998
SWEDE,90m,GRAMINOIDS,mean,0.071345455
SWEDE,90m,LICHENS,max,0.140000001
SWEDE,90m,LICHENS,mean,0.03204918
SWEDE,90m,NON VEGETATED,max,0.101000004
SWEDE,90m,NON VEGETATED,mean,0.009208333
THISTLE,0m,DECIDUOUS SHRUBS,max,0.009
THISTLE,0m,DECIDUOUS SHRUBS,mean,0.0065
THISTLE,0m,EVERGREEN SHRUBS,max,0.044
THISTLE,0m,EVERGREEN SHRUBS,mean,0.011361952
THISTLE,0m,GRAMINOIDS,max,0.052000001
THISTLE,0m,GRAMINOIDS,mean,0.02229932
THISTLE,0m,LICHENS,max,0.048
THISTLE,0m,LICHENS,mean,0.022969098
THISTLE,0m,NON VEGETATED,max,0.021
THISTLE,0m,NON VEGETATED,mean,0.004377778
THISTLE,10m,DECIDUOUS SHRUBS,max,0.068000004
THISTLE,10m,DECIDUOUS SHRUBS,mean,0.050000001
THISTLE,10m,EVERGREEN SHRUBS,max,0.090999998
THISTLE,10m,EVERGREEN SHRUBS,mean,0.061947762
THISTLE,10m,FORBS,max,0.090999998
THISTLE,10m,FORBS,mean,0.068216868
THISTLE,10m,GRAMINOIDS,max,0.097999997
THISTLE,10m,GRAMINOIDS,mean,0.068970149
THISTLE,10m,LICHENS,max,0.088
THISTLE,10m,LICHENS,mean,0.039619048
THISTLE,10m,NON VEGETATED,max,0.044
THISTLE,10m,NON VEGETATED,mean,0.020090909
THISTLE,10m,TREES,max,0.046999998
THISTLE,10m,TREES,mean,0.046999998
THISTLE,20m,BRYOPHYTES,max,0.101000004
THISTLE,20m,BRYOPHYTES,mean,0.082000002
THISTLE,20m,DECIDUOUS SHRUBS,max,0.159999996
THISTLE,20m,DECIDUOUS SHRUBS,mean,0.115136363
THISTLE,20m,EVERGREEN SHRUBS,max,0.156000003
THISTLE,20m,EVERGREEN SHRUBS,mean,0.06602029
THISTLE,20m,FORBS,max,0.093999997
THISTLE,20m,FORBS,mean,0.086944445
THISTLE,20m,GRAMINOIDS,max,0.141000003
THISTLE,20m,GRAMINOIDS,mean,0.06472
THISTLE,20m,LICHENS,max,0.116999999
THISTLE,20m,LICHENS,mean,0.045689655
THISTLE,20m,NON VEGETATED,max,0.079999998
THISTLE,20m,NON VEGETATED,mean,0.079999998
THISTLE,20m,TREES,max,0.144999996
THISTLE,20m,TREES,mean,0.090432432
THISTLE,30m,BRYOPHYTES,max,0.094999999
THISTLE,30m,BRYOPHYTES,mean,0.02975
THISTLE,30m,DECIDUOUS SHRUBS,max,0.194000006
THISTLE,30m,DECIDUOUS SHRUBS,mean,0.131319328
THISTLE,30m,EVERGREEN SHRUBS,max,0.158000007
THISTLE,30m,EVERGREEN SHRUBS,mean,0.059370371
THISTLE,30m,FORBS,max,0.123000003
THISTLE,30m,FORBS,mean,0.086666667
THISTLE,30m,GRAMINOIDS,max,0.152999997
THISTLE,30m,GRAMINOIDS,mean,0.063272727
THISTLE,30m,LICHENS,max,0.104000002
THISTLE,30m,LICHENS,mean,0.051928572
THISTLE,30m,NON VEGETATED,max,0.068999998
THISTLE,30m,NON VEGETATED,mean,0.019939394
THISTLE,30m,TREES,max,0.186000004
THISTLE,30m,TREES,mean,0.093192308
THISTLE,40m,BRYOPHYTES,max,0.147
THISTLE,40m,BRYOPHYTES,mean,0.085384616
THISTLE,40m,DECIDUOUS SHRUBS,max,0.193000004
THISTLE,40m,DECIDUOUS SHRUBS,mean,0.093681564
THISTLE,40m,EVERGREEN SHRUBS,max,0.145999998
THISTLE,40m,EVERGREEN SHRUBS,mean,0.059342262
THISTLE,40m,FORBS,max,0.083999999
THISTLE,40m,FORBS,mean,0.0725
THISTLE,40m,GRAMINOIDS,max,0.193000004
THISTLE,40m,GRAMINOIDS,mean,0.068141936
THISTLE,40m,LICHENS,max,0.116999999
THISTLE,40m,LICHENS,mean,0.037288889
THISTLE,40m,TREES,max,0.130999997
THISTLE,40m,TREES,mean,0.07192
THISTLE,50m,BRYOPHYTES,max,0.090000004
THISTLE,50m,BRYOPHYTES,mean,0.047125001
THISTLE,50m,DECIDUOUS SHRUBS,max,0.172000006
THISTLE,50m,DECIDUOUS SHRUBS,mean,0.103830097
THISTLE,50m,EVERGREEN SHRUBS,max,0.152999997
THISTLE,50m,EVERGREEN SHRUBS,mean,0.059520834
THISTLE,50m,FORBS,max,0.145999998
THISTLE,50m,FORBS,mean,0.076300001
THISTLE,50m,GRAMINOIDS,max,0.134000003
THISTLE,50m,GRAMINOIDS,mean,0.061839506
THISTLE,50m,NON VEGETATED,max,0.063000001
THISTLE,50m,NON VEGETATED,mean,0.0515
THISTLE,50m,TREES,max,0.172000006
THISTLE,50m,TREES,mean,0.086375
THISTLE,60m,DECIDUOUS SHRUBS,max,0.143999994
THISTLE,60m,DECIDUOUS SHRUBS,mean,0.099833333
THISTLE,60m,EVERGREEN SHRUBS,max,0.128000006
THISTLE,60m,EVERGREEN SHRUBS,mean,0.051157191
THISTLE,60m,FORBS,max,0.077
THISTLE,60m,FORBS,mean,0.047888889
THISTLE,60m,GRAMINOIDS,max,0.123000003
THISTLE,60m,GRAMINOIDS,mean,0.057865854
THISTLE,60m,LICHENS,max,0.123999998
THISTLE,60m,LICHENS,mean,0.046141129
THISTLE,60m,NON VEGETATED,max,0.086000003
THISTLE,60m,NON VEGETATED,mean,0.017311111
THISTLE,60m,TREES,max,0.140000001
THISTLE,60m,TREES,mean,0.096478261
THISTLE,70m,BRYOPHYTES,max,0.071999997
THISTLE,70m,BRYOPHYTES,mean,0.019625
THISTLE,70m,EVERGREEN SHRUBS,max,0.077
THISTLE,70m,EVERGREEN SHRUBS,mean,0.03151417
THISTLE,70m,GRAMINOIDS,max,0.077
THISTLE,70m,GRAMINOIDS,mean,0.036990937
THISTLE,70m,LICHENS,max,0.052000001
THISTLE,70m,LICHENS,mean,0.025712329
THISTLE,70m,NON VEGETATED,max,0.057999998
THISTLE,70m,NON VEGETATED,mean,0.017142857
THISTLE,70m,TREES,max,0.055
THISTLE,70m,TREES,mean,0.055
THISTLE,80m,BRYOPHYTES,max,0.088
THISTLE,80m,BRYOPHYTES,mean,0.032785714
THISTLE,80m,DECIDUOUS SHRUBS,max,0.169
THISTLE,80m,DECIDUOUS SHRUBS,mean,0.099125
THISTLE,80m,EVERGREEN SHRUBS,max,0.147
THISTLE,80m,EVERGREEN SHRUBS,mean,0.047530387
THISTLE,80m,FORBS,max,0.045000002
THISTLE,80m,FORBS,mean,0.045000002
THISTLE,80m,GRAMINOIDS,max,0.137999997
THISTLE,80m,GRAMINOIDS,mean,0.068825302
THISTLE,80m,LICHENS,max,0.126000002
THISTLE,80m,LICHENS,mean,0.069962963
THISTLE,80m,NON VEGETATED,max,0.153999999
THISTLE,80m,NON VEGETATED,mean,0.059
THISTLE,80m,TREES,max,0.169
THISTLE,80m,TREES,mean,0.109484211
THISTLE,90m,BRYOPHYTES,max,0.025
THISTLE,90m,BRYOPHYTES,mean,0.02225
THISTLE,90m,DECIDUOUS SHRUBS,max,0.057999998
THISTLE,90m,DECIDUOUS SHRUBS,mean,0.019222222
THISTLE,90m,EVERGREEN SHRUBS,max,0.059
THISTLE,90m,EVERGREEN SHRUBS,mean,0.02643662
THISTLE,90m,FORBS,max,0.021
THISTLE,90m,FORBS,mean,0.0205
THISTLE,90m,GRAMINOIDS,max,0.052999999
THISTLE,90m,GRAMINOIDS,mean,0.026666666
THISTLE,90m,LICHENS,max,0.057999998
THISTLE,90m,LICHENS,mean,0.014556164
THISTLE,90m,NON VEGETATED,max,0.057999998
THISTLE,90m,NON VEGETATED,mean,0.0083
TOPOFTHEWORLD,0m,BRYOPHYTES,max,0.481000006
TOPOFTHEWORLD,0m,BRYOPHYTES,mean,0.091599999
TOPOFTHEWORLD,0m,DECIDUOUS SHRUBS,max,0.614000022
TOPOFTHEWORLD,0m,DECIDUOUS SHRUBS,mean,0.188130785
TOPOFTHEWORLD,0m,EVERGREEN SHRUBS,max,0.211999997
TOPOFTHEWORLD,0m,EVERGREEN SHRUBS,mean,0.124974194
TOPOFTHEWORLD,0m,NON VEGETATED,max,0.209999993
TOPOFTHEWORLD,0m,NON VEGETATED,mean,0.140599999
TOPOFTHEWORLD,10m,DECIDUOUS SHRUBS,max,0.907000005
TOPOFTHEWORLD,10m,DECIDUOUS SHRUBS,mean,0.488405248
TOPOFTHEWORLD,10m,EVERGREEN SHRUBS,max,0.823000014
TOPOFTHEWORLD,10m,EVERGREEN SHRUBS,mean,0.089444444
TOPOFTHEWORLD,10m,GRAMINOIDS,max,0.018999999
TOPOFTHEWORLD,10m,GRAMINOIDS,mean,0.018999999
TOPOFTHEWORLD,10m,LICHENS,max,0.824999988
TOPOFTHEWORLD,10m,LICHENS,mean,0.246535948
TOPOFTHEWORLD,10m,NON VEGETATED,max,0.795000017
TOPOFTHEWORLD,10m,NON VEGETATED,mean,0.14809375
TOPOFTHEWORLD,20m,DECIDUOUS SHRUBS,max,1.15199995
TOPOFTHEWORLD,20m,DECIDUOUS SHRUBS,mean,0.735880116
TOPOFTHEWORLD,20m,EVERGREEN SHRUBS,max,1.194000006
TOPOFTHEWORLD,20m,EVERGREEN SHRUBS,mean,0.462295919
TOPOFTHEWORLD,20m,NON VEGETATED,max,0.698000014
TOPOFTHEWORLD,20m,NON VEGETATED,mean,0.150549999
TOPOFTHEWORLD,20m,TREES,max,1.078999996
TOPOFTHEWORLD,20m,TREES,mean,0.580294113
TOPOFTHEWORLD,30m,DECIDUOUS SHRUBS,max,0.720000029
TOPOFTHEWORLD,30m,DECIDUOUS SHRUBS,mean,0.513
TOPOFTHEWORLD,30m,EVERGREEN SHRUBS,max,0.639999986
TOPOFTHEWORLD,30m,EVERGREEN SHRUBS,mean,0.279234528
TOPOFTHEWORLD,30m,NON VEGETATED,max,0.532000005
TOPOFTHEWORLD,30m,NON VEGETATED,mean,0.528499991
TOPOFTHEWORLD,40m,BRYOPHYTES,max,0.002
TOPOFTHEWORLD,40m,BRYOPHYTES,mean,0.002
TOPOFTHEWORLD,40m,DECIDUOUS SHRUBS,max,0.460999995
TOPOFTHEWORLD,40m,DECIDUOUS SHRUBS,mean,0.256009732
TOPOFTHEWORLD,40m,EVERGREEN SHRUBS,max,0.405000001
TOPOFTHEWORLD,40m,EVERGREEN SHRUBS,mean,0.211511628
TOPOFTHEWORLD,40m,LICHENS,max,0.021
TOPOFTHEWORLD,40m,LICHENS,mean,0.021
TOPOFTHEWORLD,40m,NON VEGETATED,max,0.244000003
TOPOFTHEWORLD,40m,NON VEGETATED,mean,0.103285714
TOPOFTHEWORLD,40m,TREES,max,0
TOPOFTHEWORLD,40m,TREES,mean,0
TOPOFTHEWORLD,50m,BRYOPHYTES,max,0.939999998
TOPOFTHEWORLD,50m,BRYOPHYTES,mean,0.399500001
TOPOFTHEWORLD,50m,DECIDUOUS SHRUBS,max,1.226999998
TOPOFTHEWORLD,50m,DECIDUOUS SHRUBS,mean,0.502044966
TOPOFTHEWORLD,50m,EVERGREEN SHRUBS,max,0.907999992
TOPOFTHEWORLD,50m,EVERGREEN SHRUBS,mean,0.20285437
TOPOFTHEWORLD,50m,LICHENS,max,1.133999944
TOPOFTHEWORLD,50m,LICHENS,mean,1.133999944
TOPOFTHEWORLD,50m,NON VEGETATED,max,1.047000051
TOPOFTHEWORLD,50m,NON VEGETATED,mean,0.133090914
