id,site_code,quadrat_num,PFT,biomass_observed,biomass_predicted,metric
1204,FIRTH,30m,EVERGREEN SHRUBS,0,3.184166312,upr
1205,FIRTH,30m,FORBS,0,31.27643704,ci
1206,FIRTH,30m,FORBS,0,27.40073341,fit
1207,FIRTH,30m,FORBS,0,13.32294533,lwr
1208,FIRTH,30m,FORBS,0,46.72406816,upr
1209,FIRTH,30m,GRAMINOIDS,18.736,9.199629158,ci
1210,FIRTH,30m,GRAMINOIDS,18.736,18.63844424,fit
1211,FIRTH,30m,GRAMINOIDS,18.736,15.37152626,lwr
1212,FIRTH,30m,GRAMINOIDS,18.736,26.52144644,upr
1213,FIRTH,30m,LICHENS,0,0,ci
1214,FIRTH,30m,LICHENS,0,0,fit
1215,FIRTH,30m,LICHENS,0,0,lwr
1216,FIRTH,30m,LICHENS,0,0,upr
1217,FIRTH,30m,TOTAL,1422.004,845.6878879,ci
1218,FIRTH,30m,TOTAL,1422.004,1450.952666,fit
1219,FIRTH,30m,TOTAL,1422.004,1058.774021,lwr
1220,FIRTH,30m,TOTAL,1422.004,1906.04875,upr
1221,FIRTH,50m,DECIDUOUS SHRUBS,60.724,35.75836734,ci
1222,FIRTH,50m,DECIDUOUS SHRUBS,60.724,62.64759285,fit
1223,FIRTH,50m,DECIDUOUS SHRUBS,60.724,46.38001751,lwr
1224,FIRTH,50m,DECIDUOUS SHRUBS,60.724,81.10440281,upr
1225,FIRTH,50m,EVERGREEN SHRUBS,91.352,75.88703847,ci
1226,FIRTH,50m,EVERGREEN SHRUBS,91.352,115.2673114,fit
1227,FIRTH,50m,EVERGREEN SHRUBS,91.352,81.22774525,lwr
1228,FIRTH,50m,EVERGREEN SHRUBS,91.352,155.2753418,upr
1229,FIRTH,50m,FORBS,0.736,0,ci
1230,FIRTH,50m,FORBS,0.736,0,fit
1231,FIRTH,50m,FORBS,0.736,0,lwr
1232,FIRTH,50m,FORBS,0.736,0,upr
1233,FIRTH,50m,GRAMINOIDS,18.16,20.18937722,ci
1234,FIRTH,50m,GRAMINOIDS,18.16,42.3247488,fit
1235,FIRTH,50m,GRAMINOIDS,18.16,31.7985187,lwr
1236,FIRTH,50m,GRAMINOIDS,18.16,54.58933319,upr
1237,FIRTH,50m,LICHENS,0,0,ci
1238,FIRTH,50m,LICHENS,0,0,fit
1239,FIRTH,50m,LICHENS,0,0,lwr
1240,FIRTH,50m,LICHENS,0,0,upr
1241,FIRTH,50m,TOTAL,170.972,131.834783,ci
1242,FIRTH,50m,TOTAL,170.972,220.239653,fit
1243,FIRTH,50m,TOTAL,170.972,159.4062815,lwr
1244,FIRTH,50m,TOTAL,170.972,290.9690778,upr
1245,FIRTH,70m,DECIDUOUS SHRUBS,3.48,0.042992972,ci
1246,FIRTH,70m,DECIDUOUS SHRUBS,3.48,0.077614882,fit
1247,FIRTH,70m,DECIDUOUS SHRUBS,3.48,0.057623304,lwr
1248,FIRTH,70m,DECIDUOUS SHRUBS,3.48,0.10061628,upr
1249,FIRTH,70m,EVERGREEN SHRUBS,25.164,0.853516862,ci
1250,FIRTH,70m,EVERGREEN SHRUBS,25.164,1.263467092,fit
1251,FIRTH,70m,EVERGREEN SHRUBS,25.164,0.895851484,lwr
1252,FIRTH,70m,EVERGREEN SHRUBS,25.164,1.838038227,upr
1253,FIRTH,70m,FORBS,0.172,0.007990129,ci
1254,FIRTH,70m,FORBS,0.172,0,fit
1255,FIRTH,70m,FORBS,0.172,0.017709276,lwr
1256,FIRTH,70m,FORBS,0.172,0,upr
1257,FIRTH,70m,GRAMINOIDS,6.168,1.240535638,ci
1258,FIRTH,70m,GRAMINOIDS,6.168,3.344400268,fit
1259,FIRTH,70m,GRAMINOIDS,6.168,2.7756955,lwr
1260,FIRTH,70m,GRAMINOIDS,6.168,4.092266177,upr
1261,FIRTH,70m,LICHENS,0,0,ci
1262,FIRTH,70m,LICHENS,0,0,fit
1263,FIRTH,70m,LICHENS,0,0,lwr
1264,FIRTH,70m,LICHENS,0,0,upr
1265,FIRTH,70m,TOTAL,34.984,2.145035601,ci
1266,FIRTH,70m,TOTAL,34.984,4.685482241,fit
1267,FIRTH,70m,TOTAL,34.984,3.746879564,lwr
1268,FIRTH,70m,TOTAL,34.984,6.030920683,upr
1269,FIRTH,90m,DECIDUOUS SHRUBS,7.28,0.629003588,ci
1270,FIRTH,90m,DECIDUOUS SHRUBS,7.28,0.685134452,fit
1271,FIRTH,90m,DECIDUOUS SHRUBS,7.28,0.700177476,lwr
1272,FIRTH,90m,DECIDUOUS SHRUBS,7.28,1.496007353,upr
1273,FIRTH,90m,EVERGREEN SHRUBS,53.26,26.41145169,ci
1274,FIRTH,90m,EVERGREEN SHRUBS,53.26,40.58972349,fit
1275,FIRTH,90m,EVERGREEN SHRUBS,53.26,27.84947066,lwr
1276,FIRTH,90m,EVERGREEN SHRUBS,53.26,54.19019047,upr
1277,FIRTH,90m,FORBS,1.896,0.33347892,ci
1278,FIRTH,90m,FORBS,1.896,0.404559512,fit
1279,FIRTH,90m,FORBS,1.896,0.090061603,lwr
1280,FIRTH,90m,FORBS,1.896,0.260318458,upr
1281,FIRTH,90m,GRAMINOIDS,4.928,3.454707397,ci
1282,FIRTH,90m,GRAMINOIDS,4.928,7.178979802,fit
1283,FIRTH,90m,GRAMINOIDS,4.928,5.767390007,lwr
1284,FIRTH,90m,GRAMINOIDS,4.928,9.631986544,upr
1285,FIRTH,90m,LICHENS,0,0,ci
1286,FIRTH,90m,LICHENS,0,0,fit
1287,FIRTH,90m,LICHENS,0,0,lwr
1288,FIRTH,90m,LICHENS,0,0,upr
1289,FIRTH,90m,TOTAL,67.364,30.82864159,ci
1290,FIRTH,90m,TOTAL,67.364,48.85839726,fit
1291,FIRTH,90m,TOTAL,67.364,34.40709975,lwr
1292,FIRTH,90m,TOTAL,67.364,65.57850282,upr
1293,FRYINGPAN,10m,FORBS,0,0,ci
1294,FRYINGPAN,10m,FORBS,0,0,fit
1295,FRYINGPAN,10m,FORBS,0,0,lwr
1296,FRYINGPAN,10m,FORBS,0,0,upr
1297,FRYINGPAN,10m,GRAMINOIDS,0,3.643365486,ci
1298,FRYINGPAN,10m,GRAMINOIDS,0,6.481641373,fit
1299,FRYINGPAN,10m,GRAMINOIDS,0,5.69355699,lwr
1300,FRYINGPAN,10m,GRAMINOIDS,0,8.314990357,upr
1301,FRYINGPAN,10m,LICHENS,0,0,ci
1302,FRYINGPAN,10m,LICHENS,0,0,fit
1303,FRYINGPAN,10m,LICHENS,0,0,lwr
1304,FRYINGPAN,10m,LICHENS,0,0,upr
1305,FRYINGPAN,10m,TOTAL,447.68,213.0005139,ci
1306,FRYINGPAN,10m,TOTAL,447.68,424.6466883,fit
1307,FRYINGPAN,10m,TOTAL,447.68,325.1696953,lwr
1308,FRYINGPAN,10m,TOTAL,447.68,537.5752184,upr
1309,FRYINGPAN,30m,FORBS,0,0.135346632,ci
1310,FRYINGPAN,30m,FORBS,0,0.570627406,fit
1311,FRYINGPAN,30m,FORBS,0,0.458204225,lwr
1312,FRYINGPAN,30m,FORBS,0,0.146253318,upr
1313,FRYINGPAN,30m,GRAMINOIDS,25.4,24.97614234,ci
1314,FRYINGPAN,30m,GRAMINOIDS,25.4,56.53650153,fit
1315,FRYINGPAN,30m,GRAMINOIDS,25.4,43.82949791,lwr
1316,FRYINGPAN,30m,GRAMINOIDS,25.4,67.1427009,upr
1317,FRYINGPAN,30m,LICHENS,41.52,2.337708605,ci
1318,FRYINGPAN,30m,LICHENS,41.52,3.686550632,fit
1319,FRYINGPAN,30m,LICHENS,41.52,2.554113001,lwr
1320,FRYINGPAN,30m,LICHENS,41.52,4.848483205,upr
1321,FRYINGPAN,30m,TOTAL,219.36,67.5908469,ci
1322,FRYINGPAN,30m,TOTAL,219.36,144.1146696,fit
1323,FRYINGPAN,30m,TOTAL,219.36,112.4146839,lwr
1324,FRYINGPAN,30m,TOTAL,219.36,179.505308,upr
1325,FRYINGPAN,50m,FORBS,0,0,ci
1326,FRYINGPAN,50m,FORBS,0,0,fit
1327,FRYINGPAN,50m,FORBS,0,0,lwr
1328,FRYINGPAN,50m,FORBS,0,0,upr
1329,FRYINGPAN,50m,GRAMINOIDS,23.96,16.24389442,ci
1330,FRYINGPAN,50m,GRAMINOIDS,23.96,28.52970031,fit
1331,FRYINGPAN,50m,GRAMINOIDS,23.96,23.27928578,lwr
1332,FRYINGPAN,50m,GRAMINOIDS,23.96,37.10763979,upr
1333,FRYINGPAN,50m,LICHENS,202.28,84.10126181,ci
1334,FRYINGPAN,50m,LICHENS,202.28,120.0536008,fit
1335,FRYINGPAN,50m,LICHENS,202.28,78.82074231,lwr
1336,FRYINGPAN,50m,LICHENS,202.28,168.576632,upr
1337,FRYINGPAN,50m,TOTAL,316.52,126.5568667,ci
1338,FRYINGPAN,50m,TOTAL,316.52,195.0325398,fit
1339,FRYINGPAN,50m,TOTAL,316.52,138.0915171,lwr
1340,FRYINGPAN,50m,TOTAL,316.52,266.1750129,upr
1341,FRYINGPAN,70m,FORBS,0,0,ci
1342,FRYINGPAN,70m,FORBS,0,0,fit
1343,FRYINGPAN,70m,FORBS,0,0,lwr
1344,FRYINGPAN,70m,FORBS,0,0,upr
1345,FRYINGPAN,70m,GRAMINOIDS,11,7.569378283,ci
1346,FRYINGPAN,70m,GRAMINOIDS,11,14.76601347,fit
1347,FRYINGPAN,70m,GRAMINOIDS,11,12.01405874,lwr
1348,FRYINGPAN,70m,GRAMINOIDS,11,22.19550011,upr
1349,FRYINGPAN,70m,LICHENS,36.6,38.20413378,ci
1350,FRYINGPAN,70m,LICHENS,36.6,54.9712587,fit
1351,FRYINGPAN,70m,LICHENS,36.6,36.38011461,lwr
1352,FRYINGPAN,70m,LICHENS,36.6,75.4077666,upr
1353,FRYINGPAN,70m,TOTAL,309.24,119.5936284,ci
1354,FRYINGPAN,70m,TOTAL,309.24,216.5909229,fit
1355,FRYINGPAN,70m,TOTAL,309.24,158.4546029,lwr
1356,FRYINGPAN,70m,TOTAL,309.24,279.7070634,upr
1357,FRYINGPAN,90m,FORBS,1.36,0,ci
1358,FRYINGPAN,90m,FORBS,1.36,0,fit
1359,FRYINGPAN,90m,FORBS,1.36,0,lwr
1360,FRYINGPAN,90m,FORBS,1.36,0,upr
1361,FRYINGPAN,90m,GRAMINOIDS,38.2,21.47456763,ci
1362,FRYINGPAN,90m,GRAMINOIDS,38.2,49.26130721,fit
1363,FRYINGPAN,90m,GRAMINOIDS,38.2,38.35946053,lwr
1364,FRYINGPAN,90m,GRAMINOIDS,38.2,58.70167775,upr
1365,FRYINGPAN,90m,LICHENS,56.68,55.99736327,ci
1366,FRYINGPAN,90m,LICHENS,56.68,77.7847054,fit
1367,FRYINGPAN,90m,LICHENS,56.68,51.87804973,lwr
1368,FRYINGPAN,90m,LICHENS,56.68,106.9193487,upr
1369,FRYINGPAN,90m,TOTAL,435.48,296.4862834,ci
1370,FRYINGPAN,90m,TOTAL,435.48,565.9397682,fit
1371,FRYINGPAN,90m,TOTAL,435.48,425.4217141,lwr
1372,FRYINGPAN,90m,TOTAL,435.48,719.1426418,upr
1373,GRANITE,10m,FORBS,23.44,2.894039627,ci
1374,GRANITE,10m,FORBS,23.44,2.607775554,fit
1375,GRANITE,10m,FORBS,23.44,1.595590793,lwr
1376,GRANITE,10m,FORBS,23.44,3.674605384,upr
1377,GRANITE,10m,GRAMINOIDS,75.32,32.89873228,ci
1378,GRANITE,10m,GRAMINOIDS,75.32,68.11219892,fit
1379,GRANITE,10m,GRAMINOIDS,75.32,58.46765888,lwr
1380,GRANITE,10m,GRAMINOIDS,75.32,78.65974358,upr
1381,GRANITE,10m,LICHENS,0,0,ci
1382,GRANITE,10m,LICHENS,0,0,fit
1383,GRANITE,10m,LICHENS,0,0,lwr
1384,GRANITE,10m,LICHENS,0,0,upr
1385,GRANITE,10m,TOTAL,430.2,285.0112114,ci
1386,GRANITE,10m,TOTAL,430.2,451.9853409,fit
1387,GRANITE,10m,TOTAL,430.2,319.9318663,lwr
1388,GRANITE,10m,TOTAL,430.2,607.1521073,upr
1389,GRANITE,30m,DECIDUOUS SHRUBS,885.16,745.6881504,ci
1390,GRANITE,30m,DECIDUOUS SHRUBS,885.16,895.7149455,fit
1391,GRANITE,30m,DECIDUOUS SHRUBS,885.16,564.7402053,lwr
1392,GRANITE,30m,DECIDUOUS SHRUBS,885.16,1310.633554,upr
1393,GRANITE,30m,EVERGREEN SHRUBS,33.88,0,ci
1394,GRANITE,30m,EVERGREEN SHRUBS,33.88,0,fit
1395,GRANITE,30m,EVERGREEN SHRUBS,33.88,0,lwr
1396,GRANITE,30m,EVERGREEN SHRUBS,33.88,0,upr
1397,GRANITE,30m,FORBS,4.52,10.87095726,ci
1398,GRANITE,30m,FORBS,4.52,15.13610286,fit
1399,GRANITE,30m,FORBS,4.52,6.074650615,lwr
1400,GRANITE,30m,FORBS,4.52,23.40646613,upr
1401,GRANITE,30m,GRAMINOIDS,59,12.52680469,ci
1402,GRANITE,30m,GRAMINOIDS,59,17.55007875,fit
1403,GRANITE,30m,GRAMINOIDS,59,12.10163744,lwr
1404,GRANITE,30m,GRAMINOIDS,59,18.77311209,upr
1405,GRANITE,30m,LICHENS,0,0,ci
1406,GRANITE,30m,LICHENS,0,0,fit
1407,GRANITE,30m,LICHENS,0,0,lwr
1408,GRANITE,30m,LICHENS,0,0,upr
1409,GRANITE,30m,TOTAL,982.56,769.0859123,ci
1410,GRANITE,30m,TOTAL,982.56,928.4011272,fit
1411,GRANITE,30m,TOTAL,982.56,582.9164934,lwr
1412,GRANITE,30m,TOTAL,982.56,1352.813132,upr
1413,GRANITE,50m,DECIDUOUS SHRUBS,136.44,0,ci
1414,GRANITE,50m,DECIDUOUS SHRUBS,136.44,0,fit
1415,GRANITE,50m,DECIDUOUS SHRUBS,136.44,0,lwr
1416,GRANITE,50m,DECIDUOUS SHRUBS,136.44,0,upr
1417,GRANITE,50m,EVERGREEN SHRUBS,0,12.40620922,ci
1418,GRANITE,50m,EVERGREEN SHRUBS,0,25.5076436,fit
1419,GRANITE,50m,EVERGREEN SHRUBS,0,17.71515165,lwr
1420,GRANITE,50m,EVERGREEN SHRUBS,0,30.26612442,upr
1421,GRANITE,50m,FORBS,1.4,0.633706618,ci
1422,GRANITE,50m,FORBS,1.4,0.76788646,fit
1423,GRANITE,50m,FORBS,1.4,0.286258679,lwr
1424,GRANITE,50m,FORBS,1.4,0.814081073,upr
1425,GRANITE,50m,GRAMINOIDS,75.68,24.06642046,ci
1426,GRANITE,50m,GRAMINOIDS,75.68,58.32883004,fit
1427,GRANITE,50m,GRAMINOIDS,75.68,48.93118237,lwr
1428,GRANITE,50m,GRAMINOIDS,75.68,72.89637746,upr
1429,GRANITE,50m,LICHENS,0,0,ci
1430,GRANITE,50m,LICHENS,0,0,fit
1431,GRANITE,50m,LICHENS,0,0,lwr
1432,GRANITE,50m,LICHENS,0,0,upr
1433,GRANITE,50m,TOTAL,213.52,37.1063363,ci
1434,GRANITE,50m,TOTAL,213.52,84.60436009,fit
1435,GRANITE,50m,TOTAL,213.52,66.9325927,lwr
1436,GRANITE,50m,TOTAL,213.52,103.976583,upr
1437,GRANITE,70m,EVERGREEN SHRUBS,134.96,38.18594906,ci
1438,GRANITE,70m,EVERGREEN SHRUBS,134.96,74.02164265,fit
1439,GRANITE,70m,EVERGREEN SHRUBS,134.96,50.92445131,lwr
1440,GRANITE,70m,EVERGREEN SHRUBS,134.96,91.78023589,upr
1441,GRANITE,70m,FORBS,19.76,1.069161981,ci
1442,GRANITE,70m,FORBS,19.76,0.359946758,fit
1443,GRANITE,70m,FORBS,19.76,0.165271625,lwr
1444,GRANITE,70m,FORBS,19.76,0.629444093,upr
1445,GRANITE,70m,GRAMINOIDS,142.6,50.12333954,ci
1446,GRANITE,70m,GRAMINOIDS,142.6,125.2889044,fit
1447,GRANITE,70m,GRAMINOIDS,142.6,107.1569049,lwr
1448,GRANITE,70m,GRAMINOIDS,142.6,152.7064692,upr
1449,GRANITE,70m,LICHENS,0,0,ci
1450,GRANITE,70m,LICHENS,0,0,fit
1451,GRANITE,70m,LICHENS,0,0,lwr
1452,GRANITE,70m,LICHENS,0,0,upr
1453,GRANITE,70m,TOTAL,297.32,108.3701347,ci
1454,GRANITE,70m,TOTAL,297.32,224.4814956,fit
1455,GRANITE,70m,TOTAL,297.32,173.831229,lwr
1456,GRANITE,70m,TOTAL,297.32,281.0960617,upr
1457,GRANITE,90m,FORBS,3.8,0,ci
1458,GRANITE,90m,FORBS,3.8,0.23276557,fit
1459,GRANITE,90m,FORBS,3.8,0,lwr
1460,GRANITE,90m,FORBS,3.8,0.407040536,upr
1461,GRANITE,90m,GRAMINOIDS,13.48,7.044662443,ci
1462,GRANITE,90m,GRAMINOIDS,13.48,15.6009145,fit
1463,GRANITE,90m,GRAMINOIDS,13.48,15.34518241,lwr
1464,GRANITE,90m,GRAMINOIDS,13.48,21.47179649,upr
1465,GRANITE,90m,LICHENS,0,0,ci
1466,GRANITE,90m,LICHENS,0,0,fit
1467,GRANITE,90m,LICHENS,0,0,lwr
1468,GRANITE,90m,LICHENS,0,0,upr
1469,GRANITE,90m,TOTAL,60,33.6911943,ci
1470,GRANITE,90m,TOTAL,60,56.85434908,fit
1471,GRANITE,90m,TOTAL,60,42.07519166,lwr
1472,GRANITE,90m,TOTAL,60,75.87575227,upr
1473,GULCH,10m,DECIDUOUS SHRUBS,15.88,89.21058122,ci
1474,GULCH,10m,DECIDUOUS SHRUBS,15.88,109.3858922,fit
1475,GULCH,10m,DECIDUOUS SHRUBS,15.88,72.89788651,lwr
1476,GULCH,10m,DECIDUOUS SHRUBS,15.88,158.9963437,upr
1477,GULCH,10m,EVERGREEN SHRUBS,46.68,20.75850928,ci
1478,GULCH,10m,EVERGREEN SHRUBS,46.68,33.38712464,fit
1479,GULCH,10m,EVERGREEN SHRUBS,46.68,24.48738511,lwr
1480,GULCH,10m,EVERGREEN SHRUBS,46.68,45.7785206,upr
1481,GULCH,10m,GRAMINOIDS,38.4,17.0329368,ci
1482,GULCH,10m,GRAMINOIDS,38.4,24.61416236,fit
1483,GULCH,10m,GRAMINOIDS,38.4,17.76927764,lwr
1484,GULCH,10m,GRAMINOIDS,38.4,36.07169798,upr
1485,GULCH,10m,LICHENS,0,0,ci
1486,GULCH,10m,LICHENS,0,0,fit
1487,GULCH,10m,LICHENS,0,0,lwr
1488,GULCH,10m,LICHENS,0,0,upr
1489,GULCH,10m,TOTAL,213.76,267.2634468,ci
1490,GULCH,10m,TOTAL,213.76,296.4582848,fit
1491,GULCH,10m,TOTAL,213.76,180.3376603,lwr
1492,GULCH,10m,TOTAL,213.76,447.8677691,upr
1493,GULCH,30m,FORBS,2.68,31.84702523,ci
1494,GULCH,30m,FORBS,2.68,32.59366441,fit
1495,GULCH,30m,FORBS,2.68,19.41378916,lwr
1496,GULCH,30m,FORBS,2.68,50.34851879,upr
1497,GULCH,30m,GRAMINOIDS,46.96,7.132339414,ci
1498,GULCH,30m,GRAMINOIDS,46.96,12.37910929,fit
1499,GULCH,30m,GRAMINOIDS,46.96,10.8931527,lwr
1500,GULCH,30m,GRAMINOIDS,46.96,17.68806585,upr
1501,GULCH,30m,LICHENS,0,0,ci
1502,GULCH,30m,LICHENS,0,0,fit
1503,GULCH,30m,LICHENS,0,0,lwr
1504,GULCH,30m,LICHENS,0,0,upr
1505,GULCH,30m,TOTAL,217.6,128.5386883,ci
1506,GULCH,30m,TOTAL,217.6,212.4777571,fit
1507,GULCH,30m,TOTAL,217.6,153.676209,lwr
1508,GULCH,30m,TOTAL,217.6,282.2460556,upr
1509,GULCH,50m,FORBS,11.48,66.85730097,ci
1510,GULCH,50m,FORBS,11.48,65.98528005,fit
1511,GULCH,50m,FORBS,11.48,42.38207519,lwr
1512,GULCH,50m,FORBS,11.48,108.2740422,upr
1513,GULCH,50m,GRAMINOIDS,17.68,37.92531723,ci
1514,GULCH,50m,GRAMINOIDS,17.68,79.90514208,fit
1515,GULCH,50m,GRAMINOIDS,17.68,62.11837515,lwr
1516,GULCH,50m,GRAMINOIDS,17.68,99.47761888,upr
1517,GULCH,50m,LICHENS,0,0,ci
1518,GULCH,50m,LICHENS,0,0,fit
1519,GULCH,50m,LICHENS,0,0,lwr
1520,GULCH,50m,LICHENS,0,0,upr
1521,GULCH,50m,TOTAL,281.6,226.2758748,ci
1522,GULCH,50m,TOTAL,281.6,362.4101351,fit
1523,GULCH,50m,TOTAL,281.6,259.8991568,lwr
1524,GULCH,50m,TOTAL,281.6,486.2277961,upr
1525,GULCH,70m,DECIDUOUS SHRUBS,831.24,624.2131121,ci
1526,GULCH,70m,DECIDUOUS SHRUBS,831.24,854.4762644,fit
1527,GULCH,70m,DECIDUOUS SHRUBS,831.24,579.5201723,lwr
1528,GULCH,70m,DECIDUOUS SHRUBS,831.24,1198.492619,upr
1529,GULCH,70m,EVERGREEN SHRUBS,0,14.92065331,ci
1530,GULCH,70m,EVERGREEN SHRUBS,0,19.51024349,fit
1531,GULCH,70m,EVERGREEN SHRUBS,0,16.02319756,lwr
1532,GULCH,70m,EVERGREEN SHRUBS,0,28.87294045,upr
1533,GULCH,70m,FORBS,15.4,108.8567425,ci
1534,GULCH,70m,FORBS,15.4,121.0156165,fit
1535,GULCH,70m,FORBS,15.4,63.23345494,lwr
1536,GULCH,70m,FORBS,15.4,181.9633625,upr
1537,GULCH,70m,GRAMINOIDS,61.48,22.43661041,ci
1538,GULCH,70m,GRAMINOIDS,61.48,28.7075254,fit
1539,GULCH,70m,GRAMINOIDS,61.48,18.20003022,lwr
1540,GULCH,70m,GRAMINOIDS,61.48,38.07505262,upr
1541,GULCH,70m,LICHENS,0,0,ci
1542,GULCH,70m,LICHENS,0,0,fit
1543,GULCH,70m,LICHENS,0,0,lwr
1544,GULCH,70m,LICHENS,0,0,upr
1545,GULCH,70m,TOTAL,908.12,770.4271183,ci
1546,GULCH,70m,TOTAL,908.12,1023.70965,fit
1547,GULCH,70m,TOTAL,908.12,676.976855,lwr
1548,GULCH,70m,TOTAL,908.12,1447.403975,upr
1549,GULCH,90m,FORBS,17.2,29.54050279,ci
1550,GULCH,90m,FORBS,17.2,34.65655308,fit
1551,GULCH,90m,FORBS,17.2,21.62896332,lwr
1552,GULCH,90m,FORBS,17.2,49.74558088,upr
1553,GULCH,90m,GRAMINOIDS,6.44,5.875210246,ci
1554,GULCH,90m,GRAMINOIDS,6.44,10.39680831,fit
1555,GULCH,90m,GRAMINOIDS,6.44,6.555438619,lwr
1556,GULCH,90m,GRAMINOIDS,6.44,12.35246347,upr
1557,GULCH,90m,LICHENS,0,0,ci
1558,GULCH,90m,LICHENS,0,0,fit
1559,GULCH,90m,LICHENS,0,0,lwr
1560,GULCH,90m,LICHENS,0,0,upr
1561,GULCH,90m,TOTAL,360.2,177.1361556,ci
1562,GULCH,90m,TOTAL,360.2,261.7226723,fit
1563,GULCH,90m,TOTAL,360.2,181.513671,lwr
1564,GULCH,90m,TOTAL,360.2,358.8127088,upr
1565,KINGSOLOMON,10m,DECIDUOUS SHRUBS,334.348,114.1843855,ci
1566,KINGSOLOMON,10m,DECIDUOUS SHRUBS,334.348,222.6398793,fit
1567,KINGSOLOMON,10m,DECIDUOUS SHRUBS,334.348,158.5903335,lwr
1568,KINGSOLOMON,10m,DECIDUOUS SHRUBS,334.348,269.6681492,upr
1569,KINGSOLOMON,10m,EVERGREEN SHRUBS,140.644,78.90798223,ci
1570,KINGSOLOMON,10m,EVERGREEN SHRUBS,140.644,147.2223035,fit
1571,KINGSOLOMON,10m,EVERGREEN SHRUBS,140.644,112.3454881,lwr
1572,KINGSOLOMON,10m,EVERGREEN SHRUBS,140.644,206.6892271,upr
1573,KINGSOLOMON,10m,FORBS,0,8.070292383,ci
1574,KINGSOLOMON,10m,FORBS,0,11.74181616,fit
1575,KINGSOLOMON,10m,FORBS,0,8.812840313,lwr
1576,KINGSOLOMON,10m,FORBS,0,13.98315924,upr
1577,KINGSOLOMON,10m,GRAMINOIDS,4.612,0,ci
1578,KINGSOLOMON,10m,GRAMINOIDS,4.612,0,fit
1579,KINGSOLOMON,10m,GRAMINOIDS,4.612,0,lwr
1580,KINGSOLOMON,10m,GRAMINOIDS,4.612,0,upr
1581,KINGSOLOMON,10m,LICHENS,26.252,54.03504337,ci
1582,KINGSOLOMON,10m,LICHENS,26.252,53.38447561,fit
1583,KINGSOLOMON,10m,LICHENS,26.252,32.63041103,lwr
1584,KINGSOLOMON,10m,LICHENS,26.252,85.37119335,upr
1585,KINGSOLOMON,10m,TOTAL,505.856,255.1977035,ci
1586,KINGSOLOMON,10m,TOTAL,505.856,434.9884746,fit
1587,KINGSOLOMON,10m,TOTAL,505.856,312.3790729,lwr
1588,KINGSOLOMON,10m,TOTAL,505.856,575.7117288,upr
1589,KINGSOLOMON,30m,DECIDUOUS SHRUBS,412.096,164.2875413,ci
1590,KINGSOLOMON,30m,DECIDUOUS SHRUBS,412.096,299.0707138,fit
1591,KINGSOLOMON,30m,DECIDUOUS SHRUBS,412.096,225.1166593,lwr
1592,KINGSOLOMON,30m,DECIDUOUS SHRUBS,412.096,380.7118799,upr
1593,KINGSOLOMON,30m,EVERGREEN SHRUBS,0,2.23028554,ci
1594,KINGSOLOMON,30m,EVERGREEN SHRUBS,0,6.461149424,fit
1595,KINGSOLOMON,30m,EVERGREEN SHRUBS,0,3.743371725,lwr
1596,KINGSOLOMON,30m,EVERGREEN SHRUBS,0,13.97799802,upr
1597,KINGSOLOMON,30m,FORBS,0,0,ci
1598,KINGSOLOMON,30m,FORBS,0,0,fit
1599,KINGSOLOMON,30m,FORBS,0,0,lwr
1600,KINGSOLOMON,30m,FORBS,0,0,upr
1601,KINGSOLOMON,30m,GRAMINOIDS,6.796,0,ci
1602,KINGSOLOMON,30m,GRAMINOIDS,6.796,0,fit
1603,KINGSOLOMON,30m,GRAMINOIDS,6.796,0,lwr
1604,KINGSOLOMON,30m,GRAMINOIDS,6.796,0,upr
1605,KINGSOLOMON,30m,LICHENS,297.9,13.50820214,ci
1606,KINGSOLOMON,30m,LICHENS,297.9,11.92915455,fit
1607,KINGSOLOMON,30m,LICHENS,297.9,10.19900241,lwr
1608,KINGSOLOMON,30m,LICHENS,297.9,18.31193107,upr
1609,KINGSOLOMON,30m,TOTAL,716.792,180.026029,ci
1610,KINGSOLOMON,30m,TOTAL,716.792,317.4610177,fit
1611,KINGSOLOMON,30m,TOTAL,716.792,239.0590335,lwr
1612,KINGSOLOMON,30m,TOTAL,716.792,413.001809,upr
1613,KINGSOLOMON,50m,DECIDUOUS SHRUBS,149.204,41.76009977,ci
1614,KINGSOLOMON,50m,DECIDUOUS SHRUBS,149.204,74.53049438,fit
1615,KINGSOLOMON,50m,DECIDUOUS SHRUBS,149.204,52.12032677,lwr
1616,KINGSOLOMON,50m,DECIDUOUS SHRUBS,149.204,87.92386952,upr
1617,KINGSOLOMON,50m,EVERGREEN SHRUBS,252.788,74.16945749,ci
1618,KINGSOLOMON,50m,EVERGREEN SHRUBS,252.788,144.4659725,fit
1619,KINGSOLOMON,50m,EVERGREEN SHRUBS,252.788,113.6044587,lwr
1620,KINGSOLOMON,50m,EVERGREEN SHRUBS,252.788,191.9166332,upr
1621,KINGSOLOMON,50m,FORBS,0,7.834294364,ci
1622,KINGSOLOMON,50m,FORBS,0,9.595980644,fit
1623,KINGSOLOMON,50m,FORBS,0,5.63635511,lwr
1624,KINGSOLOMON,50m,FORBS,0,11.28435411,upr
1625,KINGSOLOMON,50m,GRAMINOIDS,2.88,0.065321341,ci
1626,KINGSOLOMON,50m,GRAMINOIDS,2.88,0.136741647,fit
