site_code,quadrat_num,metric,PFT,weight
STONE01,10m,lwr,FORBS,0.008873045
STONE01,10m,lwr,GRAMINOIDS,0.736142381
STONE01,10m,lwr,LICHENS,0.264230839
STONE01,10m,lwr,NON VEGETATED,0.009321031
STONE01,10m,lwr,TREES,0.389978224
STONE01,0m,lwr,BRYOPHYTES,0.156240221
STONE01,0m,lwr,DECIDUOUS SHRUBS,23.94493117
STONE01,0m,lwr,EVERGREEN SHRUBS,11.24526297
STONE01,0m,lwr,GRAMINOIDS,3.746455536
STONE01,0m,lwr,LICHENS,3.353694236
STONE01,0m,lwr,NON VEGETATED,0.188912986
STONE01,0m,lwr,TREES,0.3436129
STONE01,90m,upr,BRYOPHYTES,0.687720381
STONE01,90m,upr,DECIDUOUS SHRUBS,7.564927345
STONE01,90m,upr,EVERGREEN SHRUBS,4.351188674
STONE01,90m,upr,GRAMINOIDS,1.99791676
STONE01,90m,upr,LICHENS,2.380810892
STONE01,90m,upr,NON VEGETATED,0.487976699
STONE01,90m,upr,TREES,1.641327872
STONE01,80m,upr,BRYOPHYTES,1.073137769
STONE01,80m,upr,DECIDUOUS SHRUBS,17.14384259
STONE01,80m,upr,EVERGREEN SHRUBS,14.44648821
STONE01,80m,upr,GRAMINOIDS,3.471928482
STONE01,80m,upr,LICHENS,6.080660481
STONE01,80m,upr,NON VEGETATED,0.413681853
STONE01,80m,upr,TREES,1.819012666
STONE01,70m,upr,BRYOPHYTES,0.792235181
STONE01,70m,upr,DECIDUOUS SHRUBS,7.13491239
STONE01,70m,upr,EVERGREEN SHRUBS,14.78390327
STONE01,70m,upr,FORBS,0.22671614
STONE01,70m,upr,GRAMINOIDS,7.883313484
STONE01,70m,upr,LICHENS,6.878223647
STONE01,70m,upr,NON VEGETATED,0.595367077
STONE01,70m,upr,TREES,1.27081398
STONE01,60m,upr,BRYOPHYTES,0.360718524
STONE01,60m,upr,DECIDUOUS SHRUBS,17.21864784
STONE01,60m,upr,EVERGREEN SHRUBS,28.43789597
STONE01,60m,upr,GRAMINOIDS,2.690828362
STONE01,60m,upr,LICHENS,5.177916866
STONE01,60m,upr,NON VEGETATED,0.669728833
STONE01,60m,upr,TREES,1.076916059
STONE01,50m,upr,BRYOPHYTES,0.118520461
STONE01,50m,upr,DECIDUOUS SHRUBS,0.415467129
STONE01,50m,upr,EVERGREEN SHRUBS,24.80219653
STONE01,50m,upr,FORBS,0.294647561
STONE01,50m,upr,GRAMINOIDS,2.532648832
STONE01,50m,upr,LICHENS,8.449845667
STONE01,50m,upr,NON VEGETATED,1.172171839
STONE01,50m,upr,TREES,0.006916609
STONE01,40m,upr,BRYOPHYTES,0.928679293
STONE01,40m,upr,DECIDUOUS SHRUBS,7.011877711
STONE01,40m,upr,EVERGREEN SHRUBS,32.26630157
STONE01,40m,upr,FORBS,0.168080371
STONE01,40m,upr,GRAMINOIDS,6.634323336
STONE01,40m,upr,LICHENS,9.732967061
STONE01,40m,upr,NON VEGETATED,0.326760817
STONE01,40m,upr,TREES,1.529253767
STONE01,30m,upr,BRYOPHYTES,0.826965135
STONE01,30m,upr,DECIDUOUS SHRUBS,13.28071172
STONE01,30m,upr,EVERGREEN SHRUBS,29.55049519
STONE01,30m,upr,GRAMINOIDS,2.4156942
STONE01,30m,upr,LICHENS,7.236172896
STONE01,30m,upr,NON VEGETATED,0
STONE01,30m,upr,TREES,0.376730341
STONE01,20m,upr,BRYOPHYTES,0.243092929
STONE01,20m,upr,DECIDUOUS SHRUBS,3.96763527
STONE01,20m,upr,EVERGREEN SHRUBS,30.63339913
STONE01,20m,upr,FORBS,0.022133151
STONE01,20m,upr,GRAMINOIDS,1.746006316
STONE01,20m,upr,LICHENS,3.648555194
STONE01,20m,upr,NON VEGETATED,0.164200862
STONE01,20m,upr,TREES,0.60483984
STONE01,10m,upr,BRYOPHYTES,1.118632198
STONE01,10m,upr,DECIDUOUS SHRUBS,11.40021084
STONE01,10m,upr,EVERGREEN SHRUBS,31.53947461
STONE01,10m,upr,FORBS,0.041701645
STONE01,10m,upr,GRAMINOIDS,1.333131624
STONE01,10m,upr,LICHENS,0.811563837
STONE01,10m,upr,NON VEGETATED,0.031209817
STONE01,10m,upr,TREES,0.85064492
STONE01,0m,upr,BRYOPHYTES,0.622738205
STONE01,0m,upr,DECIDUOUS SHRUBS,42.48967113
STONE01,0m,upr,EVERGREEN SHRUBS,19.36086412
STONE01,0m,upr,GRAMINOIDS,6.394924156
STONE01,0m,upr,LICHENS,8.913414628
STONE01,0m,upr,NON VEGETATED,0.505306666
STONE01,0m,upr,TREES,0.81770074
STONE02,90m,ci,BRYOPHYTES,1.136697239
STONE02,90m,ci,DECIDUOUS SHRUBS,8.000536487
STONE02,90m,ci,EVERGREEN SHRUBS,3.877289625
STONE02,90m,ci,GRAMINOIDS,1.801757514
STONE02,90m,ci,LICHENS,0.009904146
STONE02,90m,ci,NON VEGETATED,0.320388656
STONE02,90m,ci,TREES,0.522716798
STONE02,80m,ci,BRYOPHYTES,0.689636715
STONE02,80m,ci,DECIDUOUS SHRUBS,10.15037332
STONE02,80m,ci,EVERGREEN SHRUBS,9.317693834
STONE02,80m,ci,FORBS,0.139097056
STONE02,80m,ci,GRAMINOIDS,2.688091709
STONE02,80m,ci,NON VEGETATED,0.006468015
STONE02,80m,ci,TREES,1.02087335
STONE02,70m,ci,BRYOPHYTES,0.008489269
STONE02,70m,ci,DECIDUOUS SHRUBS,1.321393674
STONE02,70m,ci,EVERGREEN SHRUBS,12.6733801
STONE02,70m,ci,GRAMINOIDS,2.615575325
STONE02,70m,ci,LICHENS,0.103763305
STONE02,70m,ci,NON VEGETATED,0.010712649
STONE02,70m,ci,TREES,0.032542197
STONE02,60m,ci,BRYOPHYTES,0.329663392
STONE02,60m,ci,DECIDUOUS SHRUBS,11.28749076
STONE02,60m,ci,EVERGREEN SHRUBS,4.905383066
STONE02,60m,ci,GRAMINOIDS,0.873642167
STONE02,60m,ci,NON VEGETATED,0.087512895
STONE02,60m,ci,TREES,0.334884871
STONE02,50m,ci,BRYOPHYTES,0.618149581
STONE02,50m,ci,DECIDUOUS SHRUBS,0.653514989
STONE02,50m,ci,EVERGREEN SHRUBS,2.041747249
STONE02,50m,ci,GRAMINOIDS,1.083452182
STONE02,50m,ci,NON VEGETATED,0.302437771
STONE02,50m,ci,TREES,0.449590184
STONE02,40m,ci,BRYOPHYTES,1.085681255
STONE02,40m,ci,DECIDUOUS SHRUBS,21.2361803
STONE02,40m,ci,EVERGREEN SHRUBS,13.51948034
STONE02,40m,ci,GRAMINOIDS,0.649065799
STONE02,40m,ci,NON VEGETATED,0
STONE02,40m,ci,TREES,0.43564133
STONE02,30m,ci,BRYOPHYTES,0.741542131
STONE02,30m,ci,DECIDUOUS SHRUBS,24.75450521
STONE02,30m,ci,EVERGREEN SHRUBS,18.52138691
STONE02,30m,ci,GRAMINOIDS,0.617626005
STONE02,30m,ci,NON VEGETATED,0
STONE02,30m,ci,TREES,1.904788099
STONE02,20m,ci,BRYOPHYTES,0.968284531
STONE02,20m,ci,DECIDUOUS SHRUBS,15.98474645
STONE02,20m,ci,EVERGREEN SHRUBS,17.91560519
STONE02,20m,ci,FORBS,0.008691395
STONE02,20m,ci,GRAMINOIDS,2.192399956
STONE02,20m,ci,NON VEGETATED,0.021425298
STONE02,20m,ci,TREES,0.311889032
STONE02,10m,ci,BRYOPHYTES,1.12843771
STONE02,10m,ci,DECIDUOUS SHRUBS,21.56715093
STONE02,10m,ci,EVERGREEN SHRUBS,13.56347897
STONE02,10m,ci,FORBS,0.155694194
STONE02,10m,ci,GRAMINOIDS,0.137304565
STONE02,10m,ci,NON VEGETATED,0.05630995
STONE02,10m,ci,TREES,0.401851373
STONE02,0m,ci,BRYOPHYTES,0.560240441
STONE02,0m,ci,DECIDUOUS SHRUBS,18.93566013
STONE02,0m,ci,EVERGREEN SHRUBS,10.20532161
STONE02,0m,ci,FORBS,0.172355704
STONE02,0m,ci,GRAMINOIDS,0.04237072
STONE02,0m,ci,NON VEGETATED,0
STONE02,0m,ci,TREES,0.250766046
STONE02,90m,fit,BRYOPHYTES,2.48722046
STONE02,90m,fit,DECIDUOUS SHRUBS,16.24669888
STONE02,90m,fit,EVERGREEN SHRUBS,8.725809443
STONE02,90m,fit,GRAMINOIDS,4.126310941
STONE02,90m,fit,LICHENS,0.025315618
STONE02,90m,fit,NON VEGETATED,0.670631613
STONE02,90m,fit,TREES,1.254711424
STONE02,80m,fit,BRYOPHYTES,1.486423561
STONE02,80m,fit,DECIDUOUS SHRUBS,20.87926652
STONE02,80m,fit,EVERGREEN SHRUBS,21.61904235
STONE02,80m,fit,FORBS,0.297036488
STONE02,80m,fit,GRAMINOIDS,6.173841199
STONE02,80m,fit,NON VEGETATED,0.01653265
STONE02,80m,fit,TREES,2.813885326
STONE02,70m,fit,BRYOPHYTES,0.043393992
STONE02,70m,fit,DECIDUOUS SHRUBS,2.715367302
STONE02,70m,fit,EVERGREEN SHRUBS,29.38231479
STONE02,70m,fit,GRAMINOIDS,6.353229674
STONE02,70m,fit,LICHENS,0.164670486
STONE02,70m,fit,NON VEGETATED,0.0273822
STONE02,70m,fit,TREES,0.112628669
STONE02,60m,fit,BRYOPHYTES,0.757129945
STONE02,60m,fit,DECIDUOUS SHRUBS,23.29109571
STONE02,60m,fit,EVERGREEN SHRUBS,11.06935168
STONE02,60m,fit,FORBS,0.162610173
STONE02,60m,fit,GRAMINOIDS,2.045397063
STONE02,60m,fit,NON VEGETATED,0.207467058
STONE02,60m,fit,TREES,0.687706725
STONE02,50m,fit,BRYOPHYTES,1.464276155
STONE02,50m,fit,DECIDUOUS SHRUBS,1.465382058
STONE02,50m,fit,EVERGREEN SHRUBS,4.618297293
STONE02,50m,fit,GRAMINOIDS,2.863500775
STONE02,50m,fit,NON VEGETATED,0.759140676
STONE02,50m,fit,TREES,0.791588493
STONE02,40m,fit,BRYOPHYTES,2.481101646
STONE02,40m,fit,DECIDUOUS SHRUBS,43.83154012
STONE02,40m,fit,EVERGREEN SHRUBS,30.14393971
STONE02,40m,fit,GRAMINOIDS,1.63481844
STONE02,40m,fit,NON VEGETATED,0
STONE02,40m,fit,TREES,1.973573631
STONE02,30m,fit,BRYOPHYTES,1.627109673
STONE02,30m,fit,DECIDUOUS SHRUBS,51.53181599
STONE02,30m,fit,EVERGREEN SHRUBS,42.38217418
STONE02,30m,fit,GRAMINOIDS,1.416711741
STONE02,30m,fit,NON VEGETATED,0.026348909
STONE02,30m,fit,TREES,4.110728934
STONE02,20m,fit,BRYOPHYTES,2.494813738
STONE02,20m,fit,DECIDUOUS SHRUBS,34.79849003
STONE02,20m,fit,EVERGREEN SHRUBS,39.237283
STONE02,20m,fit,FORBS,0
STONE02,20m,fit,GRAMINOIDS,5.495176105
STONE02,20m,fit,NON VEGETATED,0.060447499
STONE02,20m,fit,TREES,0.686630446
STONE02,10m,fit,BRYOPHYTES,2.850498697
STONE02,10m,fit,DECIDUOUS SHRUBS,45.06279321
STONE02,10m,fit,EVERGREEN SHRUBS,30.17362586
STONE02,10m,fit,FORBS,0.222916164
STONE02,10m,fit,GRAMINOIDS,0.655062932
STONE02,10m,fit,NON VEGETATED,0.129542634
STONE02,10m,fit,TREES,0.515796978
STONE02,0m,fit,BRYOPHYTES,1.203467122
STONE02,0m,fit,DECIDUOUS SHRUBS,39.43817166
STONE02,0m,fit,EVERGREEN SHRUBS,23.28883214
STONE02,0m,fit,FORBS,0.354178339
STONE02,0m,fit,GRAMINOIDS,0.100728982
STONE02,0m,fit,NON VEGETATED,0
STONE02,0m,fit,TREES,0.417683952
STONE02,90m,lwr,BRYOPHYTES,1.774453267
STONE02,90m,lwr,DECIDUOUS SHRUBS,12.92437785
STONE02,90m,lwr,EVERGREEN SHRUBS,6.983141558
STONE02,90m,lwr,GRAMINOIDS,3.075461951
STONE02,90m,lwr,LICHENS,0.020605717
STONE02,90m,lwr,NON VEGETATED,0.520035982
STONE02,90m,lwr,TREES,0.864511113
STONE02,80m,lwr,BRYOPHYTES,1.198382001
STONE02,80m,lwr,DECIDUOUS SHRUBS,16.10200223
STONE02,80m,lwr,EVERGREEN SHRUBS,17.39927955
STONE02,80m,lwr,FORBS,0.002708354
STONE02,80m,lwr,GRAMINOIDS,5.335012636
STONE02,80m,lwr,NON VEGETATED,0.013456796
STONE02,80m,lwr,TREES,1.908490213
STONE02,70m,lwr,BRYOPHYTES,0.083958982
STONE02,70m,lwr,DECIDUOUS SHRUBS,2.094860259
STONE02,70m,lwr,EVERGREEN SHRUBS,23.27729494
STONE02,70m,lwr,GRAMINOIDS,5.17003065
STONE02,70m,lwr,LICHENS,0.116875337
STONE02,70m,lwr,NON VEGETATED,0
STONE02,70m,lwr,TREES,0.127419032
STONE02,60m,lwr,BRYOPHYTES,0.598402047
STONE02,60m,lwr,DECIDUOUS SHRUBS,18.14550739
STONE02,60m,lwr,EVERGREEN SHRUBS,8.692524102
STONE02,60m,lwr,GRAMINOIDS,1.63122901
STONE02,60m,lwr,NON VEGETATED,0.232203803
STONE02,60m,lwr,TREES,0.532704462
STONE02,50m,lwr,BRYOPHYTES,1.218245305
STONE02,50m,lwr,DECIDUOUS SHRUBS,1.156889023
STONE02,50m,lwr,EVERGREEN SHRUBS,3.592634611
STONE02,50m,lwr,GRAMINOIDS,2.325906242
STONE02,50m,lwr,NON VEGETATED,0.597953419
STONE02,50m,lwr,TREES,0.635150166
STONE02,40m,lwr,BRYOPHYTES,2.176529982
STONE02,40m,lwr,DECIDUOUS SHRUBS,34.82316676
STONE02,40m,lwr,EVERGREEN SHRUBS,23.28198579
STONE02,40m,lwr,GRAMINOIDS,1.718584872
STONE02,40m,lwr,NON VEGETATED,0
STONE02,40m,lwr,TREES,0.669890136
STONE02,30m,lwr,BRYOPHYTES,1.277537745
STONE02,30m,lwr,DECIDUOUS SHRUBS,40.08173219
STONE02,30m,lwr,EVERGREEN SHRUBS,33.44465483
STONE02,30m,lwr,GRAMINOIDS,0.973095572
STONE02,30m,lwr,NON VEGETATED,0.021446768
STONE02,30m,lwr,TREES,3.37005426
STONE02,20m,lwr,BRYOPHYTES,1.778241316
STONE02,20m,lwr,DECIDUOUS SHRUBS,27.48677851
STONE02,20m,lwr,EVERGREEN SHRUBS,31.15300169
STONE02,20m,lwr,FORBS,0
STONE02,20m,lwr,GRAMINOIDS,4.12458405
STONE02,20m,lwr,NON VEGETATED,0.04920141
STONE02,20m,lwr,TREES,0.539571618
STONE02,10m,lwr,BRYOPHYTES,2.240347953
STONE02,10m,lwr,DECIDUOUS SHRUBS,35.2318404
STONE02,10m,lwr,EVERGREEN SHRUBS,23.54071128
STONE02,10m,lwr,FORBS,0.153131746
STONE02,10m,lwr,GRAMINOIDS,0.517186224
STONE02,10m,lwr,NON VEGETATED,0.102917463
STONE02,10m,lwr,TREES,0.399684038
STONE02,0m,lwr,BRYOPHYTES,1.128492049
STONE02,0m,lwr,DECIDUOUS SHRUBS,30.73053747
STONE02,0m,lwr,EVERGREEN SHRUBS,18.05712228
STONE02,0m,lwr,FORBS,0.273242638
STONE02,0m,lwr,GRAMINOIDS,0.080660153
STONE02,0m,lwr,NON VEGETATED,0
STONE02,0m,lwr,TREES,0.32999333
STONE02,90m,upr,BRYOPHYTES,2.993638854
STONE02,90m,upr,DECIDUOUS SHRUBS,20.85856128
STONE02,90m,upr,EVERGREEN SHRUBS,10.91601807
STONE02,90m,upr,GRAMINOIDS,4.868163853
STONE02,90m,upr,LICHENS,0.030509863
STONE02,90m,upr,NON VEGETATED,0.840424617
STONE02,90m,upr,TREES,1.324561223
STONE02,80m,upr,BRYOPHYTES,1.888018723
STONE02,80m,upr,DECIDUOUS SHRUBS,26.82518702
STONE02,80m,upr,EVERGREEN SHRUBS,26.8792481
STONE02,80m,upr,FORBS,0.004190195
STONE02,80m,upr,GRAMINOIDS,7.22232879
STONE02,80m,upr,NON VEGETATED,0.01992481
STONE02,80m,upr,TREES,3.132667967
STONE02,70m,upr,BRYOPHYTES,0.052706142
STONE02,70m,upr,DECIDUOUS SHRUBS,3.416253921
STONE02,70m,upr,EVERGREEN SHRUBS,36.17319922
STONE02,70m,upr,GRAMINOIDS,7.726176235
STONE02,70m,upr,LICHENS,0.22063864
STONE02,70m,upr,NON VEGETATED,0
STONE02,70m,upr,TREES,0.04732142
STONE02,60m,upr,BRYOPHYTES,0.917754382
STONE02,60m,upr,DECIDUOUS SHRUBS,29.44290228
STONE02,60m,upr,EVERGREEN SHRUBS,13.57406753
STONE02,60m,upr,GRAMINOIDS,2.511146492
STONE02,60m,upr,NON VEGETATED,0.32717464
STONE02,60m,upr,TREES,0.878102455
STONE02,50m,upr,BRYOPHYTES,1.782957566
STONE02,50m,upr,DECIDUOUS SHRUBS,1.877447128
STONE02,50m,upr,EVERGREEN SHRUBS,5.613791153
STONE02,50m,upr,GRAMINOIDS,3.231238852
STONE02,50m,upr,NON VEGETATED,0.936536141
STONE02,50m,upr,TREES,1.233699826
STONE02,40m,upr,BRYOPHYTES,3.376312982
STONE02,40m,upr,DECIDUOUS SHRUBS,55.35153102
STONE02,40m,upr,EVERGREEN SHRUBS,36.66760425
STONE02,40m,upr,GRAMINOIDS,2.159848229
STONE02,40m,upr,NON VEGETATED,0
STONE02,40m,upr,TREES,2.040910296
STONE02,30m,upr,BRYOPHYTES,2.019079846
STONE02,30m,upr,DECIDUOUS SHRUBS,64.77992732
STONE02,30m,upr,EVERGREEN SHRUBS,52.02235151
STONE02,30m,upr,GRAMINOIDS,1.768552454
STONE02,30m,upr,NON VEGETATED,0
STONE02,30m,upr,TREES,5.118458271
STONE02,20m,upr,BRYOPHYTES,2.590181816
STONE02,20m,upr,DECIDUOUS SHRUBS,43.19246293
STONE02,20m,upr,EVERGREEN SHRUBS,49.47079096
STONE02,20m,upr,FORBS,0.026773963
STONE02,20m,upr,GRAMINOIDS,6.308106774
STONE02,20m,upr,NON VEGETATED,0.094642848
STONE02,20m,upr,TREES,0.851460636
STONE02,10m,upr,BRYOPHYTES,3.304911852
STONE02,10m,upr,DECIDUOUS SHRUBS,57.20807682
STONE02,10m,upr,EVERGREEN SHRUBS,36.75897812
STONE02,10m,upr,FORBS,0.308825932
STONE02,10m,upr,GRAMINOIDS,0.809280501
STONE02,10m,upr,NON VEGETATED,0.159227416
STONE02,10m,upr,TREES,0.646745685
STONE02,0m,upr,BRYOPHYTES,1.588323851
STONE02,0m,upr,DECIDUOUS SHRUBS,49.50925706
STONE02,0m,upr,EVERGREEN SHRUBS,28.58483258
STONE02,0m,upr,FORBS,0.445598334
STONE02,0m,upr,GRAMINOIDS,0.123030874
STONE02,0m,upr,NON VEGETATED,0
STONE02,0m,upr,TREES,0.515719503
SWEDE,90m,ci,BRYOPHYTES,0.37563216
SWEDE,90m,ci,DECIDUOUS SHRUBS,5.903880393
SWEDE,90m,ci,EVERGREEN SHRUBS,12.76270454
SWEDE,90m,ci,FORBS,16.7294221
SWEDE,90m,ci,GRAMINOIDS,1.580820553
SWEDE,90m,ci,LICHENS,3.262895829
SWEDE,90m,ci,NON VEGETATED,0.615373288
SWEDE,80m,ci,BRYOPHYTES,0.886438783
SWEDE,80m,ci,DECIDUOUS SHRUBS,4.516188039
SWEDE,80m,ci,EVERGREEN SHRUBS,18.49676775
SWEDE,80m,ci,FORBS,11.96621012
SWEDE,80m,ci,GRAMINOIDS,5.46957417
SWEDE,80m,ci,LICHENS,0.849549883
SWEDE,80m,ci,NON VEGETATED,0.038389746
SWEDE,70m,ci,BRYOPHYTES,1.018530661
SWEDE,70m,ci,DECIDUOUS SHRUBS,10.43243056
SWEDE,70m,ci,EVERGREEN SHRUBS,15.59135646
SWEDE,70m,ci,FORBS,15.68199994
SWEDE,70m,ci,GRAMINOIDS,6.294883889
SWEDE,70m,ci,LICHENS,0.053119403
SWEDE,60m,ci,BRYOPHYTES,0.114224199
SWEDE,60m,ci,DECIDUOUS SHRUBS,12.64427807
SWEDE,60m,ci,EVERGREEN SHRUBS,17.82302515
SWEDE,60m,ci,FORBS,13.27536882
SWEDE,60m,ci,GRAMINOIDS,2.364599041
SWEDE,60m,ci,LICHENS,1.184496302
SWEDE,60m,ci,NON VEGETATED,0.06814565
SWEDE,50m,ci,BRYOPHYTES,0.029005585
SWEDE,50m,ci,DECIDUOUS SHRUBS,8.720557341
SWEDE,50m,ci,EVERGREEN SHRUBS,13.38756582
SWEDE,50m,ci,FORBS,11.44324956
SWEDE,50m,ci,GRAMINOIDS,1.038204959
SWEDE,50m,ci,LICHENS,6.393965871
SWEDE,50m,ci,NON VEGETATED,0
SWEDE,40m,ci,DECIDUOUS SHRUBS,41.83502784
SWEDE,40m,ci,EVERGREEN SHRUBS,15.27176296
SWEDE,40m,ci,FORBS,1.829579403
SWEDE,40m,ci,GRAMINOIDS,3.929769167
SWEDE,40m,ci,LICHENS,0
SWEDE,40m,ci,NON VEGETATED,0
SWEDE,30m,ci,BRYOPHYTES,0.338282129
SWEDE,30m,ci,DECIDUOUS SHRUBS,1.029454234
SWEDE,30m,ci,EVERGREEN SHRUBS,17.55777058
SWEDE,30m,ci,FORBS,3.346305216
SWEDE,30m,ci,GRAMINOIDS,5.981318193
SWEDE,30m,ci,LICHENS,21.14648385
SWEDE,30m,ci,NON VEGETATED,0.062276695
SWEDE,20m,ci,BRYOPHYTES,0.289795634
SWEDE,20m,ci,DECIDUOUS SHRUBS,0.584423394
SWEDE,20m,ci,EVERGREEN SHRUBS,5.030743989
SWEDE,20m,ci,FORBS,4.213216759
SWEDE,20m,ci,GRAMINOIDS,2.436864944
SWEDE,20m,ci,LICHENS,19.7299053
SWEDE,20m,ci,NON VEGETATED,1.678910032
SWEDE,10m,ci,BRYOPHYTES,0.03583043
SWEDE,10m,ci,DECIDUOUS SHRUBS,10.59312699
SWEDE,10m,ci,EVERGREEN SHRUBS,34.59519422
SWEDE,10m,ci,FORBS,1.231740334
SWEDE,10m,ci,GRAMINOIDS,5.631026023
SWEDE,10m,ci,LICHENS,0.70342271
SWEDE,0m,ci,BRYOPHYTES,0.024358474
SWEDE,0m,ci,DECIDUOUS SHRUBS,4.381313604
SWEDE,0m,ci,EVERGREEN SHRUBS,16.9353242
SWEDE,0m,ci,FORBS,0.717895278
SWEDE,0m,ci,GRAMINOIDS,2.646796725
SWEDE,0m,ci,LICHENS,1.009559255
SWEDE,0m,ci,NON VEGETATED,0.043628272
SWEDE,90m,fit,BRYOPHYTES,0.395268379
SWEDE,90m,fit,DECIDUOUS SHRUBS,7.652023351
SWEDE,90m,fit,EVERGREEN SHRUBS,17.17241994
SWEDE,90m,fit,FORBS,15.82146188
SWEDE,90m,fit,GRAMINOIDS,2.117384845
SWEDE,90m,fit,LICHENS,2.007328397
SWEDE,90m,fit,NON VEGETATED,0.176074782
SWEDE,80m,fit,BRYOPHYTES,0.906915907
SWEDE,80m,fit,DECIDUOUS SHRUBS,6.53023961
SWEDE,80m,fit,EVERGREEN SHRUBS,28.76110571
SWEDE,80m,fit,FORBS,12.36052417
SWEDE,80m,fit,GRAMINOIDS,8.791170598
SWEDE,80m,fit,LICHENS,0.668349282
SWEDE,80m,fit,NON VEGETATED,0.113867402
SWEDE,70m,fit,BRYOPHYTES,1.456651724
SWEDE,70m,fit,DECIDUOUS SHRUBS,14.49185716
SWEDE,70m,fit,EVERGREEN SHRUBS,23.73336052
SWEDE,70m,fit,FORBS,14.66939515
SWEDE,70m,fit,GRAMINOIDS,12.29640085
SWEDE,70m,fit,LICHENS,0
SWEDE,60m,fit,BRYOPHYTES,0.07339947
SWEDE,60m,fit,DECIDUOUS SHRUBS,15.97078514
SWEDE,60m,fit,EVERGREEN SHRUBS,30.386225
SWEDE,60m,fit,FORBS,10.8401124
SWEDE,60m,fit,GRAMINOIDS,3.648065372
SWEDE,60m,fit,LICHENS,1.290884133
SWEDE,60m,fit,NON VEGETATED,0.158533527
SWEDE,50m,fit,BRYOPHYTES,0.180837667
SWEDE,50m,fit,DECIDUOUS SHRUBS,11.6206112
SWEDE,50m,fit,EVERGREEN SHRUBS,23.41373734
SWEDE,50m,fit,FORBS,8.611904693
SWEDE,50m,fit,GRAMINOIDS,2.265190015
SWEDE,50m,fit,LICHENS,3.79795178
SWEDE,50m,fit,NON VEGETATED,0.256480598
SWEDE,40m,fit,DECIDUOUS SHRUBS,55.9237476
SWEDE,40m,fit,EVERGREEN SHRUBS,25.6899371
SWEDE,40m,fit,FORBS,1.577685188
SWEDE,40m,fit,GRAMINOIDS,7.556540789
SWEDE,40m,fit,LICHENS,0
SWEDE,40m,fit,NON VEGETATED,0
SWEDE,30m,fit,BRYOPHYTES,0.399890212
SWEDE,30m,fit,DECIDUOUS SHRUBS,1.315550218
SWEDE,30m,fit,EVERGREEN SHRUBS,28.32481812
SWEDE,30m,fit,FORBS,3.203407876
SWEDE,30m,fit,GRAMINOIDS,9.986959753
SWEDE,30m,fit,LICHENS,13.62774268
SWEDE,30m,fit,NON VEGETATED,0.110135779
SWEDE,20m,fit,BRYOPHYTES,0.161978178
SWEDE,20m,fit,DECIDUOUS SHRUBS,0.627511128
SWEDE,20m,fit,EVERGREEN SHRUBS,6.976146688
SWEDE,20m,fit,FORBS,3.304984641
SWEDE,20m,fit,GRAMINOIDS,3.494330378
SWEDE,20m,fit,LICHENS,12.29534959
SWEDE,20m,fit,NON VEGETATED,1.043029714
SWEDE,10m,fit,BRYOPHYTES,0.101083526
SWEDE,10m,fit,DECIDUOUS SHRUBS,14.20176066
SWEDE,10m,fit,EVERGREEN SHRUBS,60.97151317
SWEDE,10m,fit,FORBS,1.230464574
SWEDE,10m,fit,GRAMINOIDS,11.22780434
SWEDE,10m,fit,LICHENS,0.570949313
SWEDE,0m,fit,BRYOPHYTES,0.008163871
SWEDE,0m,fit,DECIDUOUS SHRUBS,5.927877689
SWEDE,0m,fit,EVERGREEN SHRUBS,28.52698119
SWEDE,0m,fit,FORBS,1.242118467
SWEDE,0m,fit,GRAMINOIDS,5.07664516
SWEDE,0m,fit,LICHENS,0.904537331
SWEDE,0m,fit,NON VEGETATED,0.031070886
SWEDE,90m,lwr,BRYOPHYTES,0.260728233
SWEDE,90m,lwr,DECIDUOUS SHRUBS,4.47069306
SWEDE,90m,lwr,EVERGREEN SHRUBS,12.72890814
SWEDE,90m,lwr,FORBS,7.76311359
SWEDE,90m,lwr,GRAMINOIDS,1.538440285
SWEDE,90m,lwr,LICHENS,0.742897875
SWEDE,90m,lwr,NON VEGETATED,0.062345953
SWEDE,80m,lwr,BRYOPHYTES,0.658341746
SWEDE,80m,lwr,DECIDUOUS SHRUBS,4.68323651
SWEDE,80m,lwr,EVERGREEN SHRUBS,20.48673295
SWEDE,80m,lwr,FORBS,6.832574896
SWEDE,80m,lwr,GRAMINOIDS,6.330684213
SWEDE,80m,lwr,LICHENS,0.339284076
SWEDE,80m,lwr,NON VEGETATED,0.050053775
SWEDE,70m,lwr,BRYOPHYTES,1.248252292
SWEDE,70m,lwr,DECIDUOUS SHRUBS,9.744568879
SWEDE,70m,lwr,EVERGREEN SHRUBS,15.92904416
SWEDE,70m,lwr,FORBS,8.156581608
SWEDE,70m,lwr,GRAMINOIDS,9.627477535
SWEDE,70m,lwr,LICHENS,0.117755417
SWEDE,60m,lwr,BRYOPHYTES,0.147458913
SWEDE,60m,lwr,DECIDUOUS SHRUBS,10.98527032
SWEDE,60m,lwr,EVERGREEN SHRUBS,19.79085749
SWEDE,60m,lwr,FORBS,6.786106152
SWEDE,60m,lwr,GRAMINOIDS,3.029908122
SWEDE,60m,lwr,LICHENS,0.500366587
SWEDE,60m,lwr,NON VEGETATED,0.058599486
SWEDE,50m,lwr,BRYOPHYTES,0.123465981
SWEDE,50m,lwr,DECIDUOUS SHRUBS,7.261498643
